,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.56,0.48,0.63,0.66,0.64,0.62,0.57,0.71,0.66,0.6,0.64,0.86,0.5,0.64,0.66,0.91,0.7
enzo.csv,0.38,0.71,0.9,0.97,0.97,0.81,0.79,0.69,0.85,0.6,1.0,0.71,1.0,0.88,0.8,1.0,0.86
hydrogen.csv,1.0,1.0,1.0,0.06,1.0,0.81,0.94,1.0,1.0,0.0,1.0,0.93,0.0,1.0,1.0,1.0,0.58
keyczar.csv,0.58,0.06,0.14,0.28,0.21,0.0,0.1,0.0,0.1,0.0,0.14,0.0,0.71,0.08,0.25,0.14,0.16
lphant.csv,0.27,0.65,0.83,0.78,0.75,0.88,0.87,0.93,0.25,0.4,0.68,0.82,0.42,0.81,0.84,0.95,0.6
lsb.csv,0.76,0.56,0.71,0.41,0.78,0.81,0.58,0.79,0.67,0.5,0.64,0.25,0.48,0.38,0.89,0.95,0.81
maya-work-in-progress.csv,0.87,0.79,0.89,0.84,0.86,0.88,0.94,0.95,0.82,0.9,0.82,0.68,0.56,0.98,0.91,0.95,0.84
mcore3d.csv,0.13,0.74,0.57,0.66,0.04,0.25,0.16,0.0,0.06,0.7,0.64,0.61,0.56,0.15,0.68,0.91,0.12
mscore.csv,0.56,0.79,0.94,0.75,0.7,0.88,0.88,0.98,0.94,0.7,0.82,0.93,0.29,0.94,0.73,0.82,0.79
natpad.csv,0.93,0.6,0.71,0.44,0.38,0.69,0.84,0.81,0.5,0.9,0.41,0.89,0.58,0.71,0.16,0.95,0.79
rocrail.csv,0.09,0.42,0.59,0.75,0.62,0.69,0.33,0.74,0.5,0.5,0.73,0.82,0.15,0.91,0.59,0.86,0.72
salasaga.csv,0.89,0.7,0.86,0.47,0.56,0.88,0.88,0.9,0.27,0.9,0.68,0.79,0.4,0.93,0.3,0.95,0.77
virtuoso.csv,0.09,1.0,0.97,1.0,0.82,1.0,0.99,0.52,1.0,0.4,1.0,0.04,0.46,0.99,0.91,1.0,0.53
xemeiah.csv,0.91,0.62,0.41,0.28,0.38,0.62,0.78,0.9,0.54,0.9,0.36,0.86,0.58,0.73,0.43,0.91,0.91
xined.csv,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.19,0.0,0.0,0.0,0.0
xtreemfs.csv,0.78,0.82,0.81,0.34,0.63,0.94,0.84,0.9,0.24,1.0,0.82,0.54,0.06,0.86,0.77,1.0,0.74
yield.csv,0.11,0.88,0.73,0.88,0.7,0.88,0.75,0.83,0.86,1.0,0.86,0.89,0.56,0.99,0.73,0.95,0.7
