,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.61,0.5,0.66,0.69,0.65,0.65,0.57,0.64,0.69,0.57,0.67,0.72,0.53,0.54,0.67,0.82,0.67
enzo.csv,0.4,0.59,0.52,0.09,0.05,0.56,0.39,0.59,0.82,0.33,0.0,0.64,0.0,0.2,0.43,0.24,0.5
hydrogen.csv,0.0,0.0,0.0,0.07,0.0,0.81,0.24,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.59
keyczar.csv,0.61,0.07,0.17,0.31,0.24,0.0,0.12,0.0,0.12,0.0,0.17,0.0,0.74,0.1,0.29,0.17,0.19
lphant.csv,0.31,0.6,0.58,0.76,0.69,0.8,0.69,0.6,0.29,0.43,0.69,0.74,0.45,0.67,0.76,0.82,0.63
lsb.csv,0.79,0.52,0.65,0.46,0.65,0.67,0.6,0.67,0.68,0.53,0.63,0.29,0.51,0.42,0.66,0.76,0.67
maya-work-in-progress.csv,0.64,0.63,0.63,0.84,0.66,0.73,0.69,0.5,0.45,0.67,0.72,0.68,0.59,0.68,0.76,0.65,0.72
mcore3d.csv,0.16,0.69,0.61,0.67,0.05,0.29,0.19,0.0,0.07,0.59,0.63,0.62,0.52,0.18,0.65,0.82,0.15
mscore.csv,0.38,0.63,0.51,0.71,0.71,0.68,0.66,0.54,0.17,0.63,0.58,0.66,0.33,0.69,0.68,0.7,0.73
natpad.csv,0.21,0.58,0.59,0.48,0.43,0.67,0.74,0.61,0.35,0.68,0.46,0.73,0.6,0.63,0.19,0.74,0.75
rocrail.csv,0.11,0.46,0.62,0.74,0.64,0.71,0.38,0.68,0.54,0.53,0.66,0.65,0.18,0.45,0.62,0.85,0.7
salasaga.csv,0.27,0.59,0.58,0.52,0.59,0.79,0.71,0.52,0.28,0.74,0.67,0.77,0.45,0.68,0.34,0.73,0.73
virtuoso.csv,0.11,0.0,0.17,0.0,0.48,0.09,0.17,0.56,0.0,0.42,0.0,0.05,0.51,0.27,0.24,0.05,0.57
xemeiah.csv,0.76,0.6,0.46,0.33,0.43,0.6,0.77,0.54,0.32,0.6,0.4,0.75,0.6,0.7,0.47,0.8,0.78
xined.csv,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.23,0.0,0.0,0.0,0.0
xtreemfs.csv,0.13,0.62,0.71,0.39,0.64,0.68,0.63,0.66,0.28,0.64,0.55,0.56,0.07,0.84,0.66,0.75,0.7
yield.csv,0.13,0.63,0.74,0.79,0.7,0.78,0.66,0.7,0.61,0.49,0.69,0.66,0.59,0.21,0.66,0.75,0.68
