,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.68,0.57,0.68,0.7,0.7,0.44,0.55,0.41,0.77,0.32,0.65,0.34,0.63,0.73,0.67,0.53,0.59
enzo.csv,0.27,0.7,0.65,0.57,0.73,0.25,0.56,0.37,0.89,0.22,0.57,0.3,0.86,0.86,0.56,0.37,0.56
hydrogen.csv,0.4,0.81,0.65,0.12,0.75,0.55,0.62,0.38,0.89,0.0,0.57,0.31,0.0,0.91,0.62,0.35,0.56
keyczar.csv,0.52,0.1,0.18,0.3,0.29,0.0,0.16,0.0,0.17,0.0,0.21,0.0,0.81,0.15,0.32,0.13,0.18
lphant.csv,0.26,0.68,0.63,0.7,0.72,0.39,0.67,0.42,0.39,0.26,0.67,0.36,0.55,0.84,0.7,0.52,0.63
lsb.csv,0.74,0.61,0.63,0.5,0.71,0.29,0.6,0.42,0.77,0.38,0.57,0.25,0.61,0.53,0.66,0.47,0.6
maya-work-in-progress.csv,0.44,0.76,0.67,0.81,0.74,0.32,0.69,0.4,0.81,0.38,0.63,0.4,0.68,0.93,0.71,0.42,0.63
mcore3d.csv,0.16,0.75,0.65,0.63,0.08,0.33,0.27,0.0,0.11,0.32,0.57,0.34,0.64,0.25,0.61,0.53,0.2
mscore.csv,0.27,0.76,0.66,0.64,0.74,0.29,0.66,0.42,0.86,0.34,0.56,0.32,0.44,0.91,0.63,0.42,0.64
natpad.csv,0.39,0.66,0.59,0.51,0.51,0.32,0.69,0.39,0.59,0.38,0.49,0.35,0.7,0.78,0.24,0.46,0.67
rocrail.csv,0.16,0.55,0.65,0.69,0.7,0.45,0.47,0.43,0.65,0.36,0.58,0.3,0.25,0.88,0.64,0.67,0.64
salasaga.csv,0.38,0.7,0.64,0.56,0.64,0.38,0.68,0.39,0.38,0.42,0.61,0.44,0.55,0.9,0.39,0.45,0.66
virtuoso.csv,0.15,0.81,0.65,0.58,0.69,0.25,0.63,0.45,0.89,0.23,0.57,0.07,0.61,0.91,0.59,0.36,0.59
xemeiah.csv,0.51,0.68,0.53,0.42,0.5,0.28,0.75,0.4,0.61,0.35,0.42,0.36,0.7,0.81,0.51,0.51,0.68
xined.csv,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.31,0.0,0.0,0.0,0.0
xtreemfs.csv,0.33,0.76,0.68,0.48,0.68,0.3,0.63,0.43,0.37,0.38,0.55,0.33,0.11,0.91,0.62,0.47,0.62
yield.csv,0.2,0.79,0.75,0.69,0.73,0.36,0.62,0.45,0.85,0.36,0.62,0.31,0.68,0.91,0.62,0.46,0.61
