,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,24.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,51.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,6.0
apertium.csv,3.0,2.0,1.0,8.0,6.0,2.0,0.0,3.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
beast-mcmc.csv,0.0,5.0,0.0,11.0,1.0,4.0,1.0,1.0,10.0,1.0,9.0,6.0,1.0,0.0,1.0,4.0,4.0
cuberok.csv,10.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,14.0,3.0,0.0
icescrum.csv,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0
ingex.csv,27.0,0.0,0.0,10.0,0.0,5.0,0.0,2.0,13.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,9.0
jbasic.csv,9.0,1.0,5.0,3.0,0.0,1.0,0.0,3.0,15.0,0.0,7.0,2.0,3.0,0.0,2.0,0.0,1.0
jgnash.csv,6.0,3.0,2.0,10.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,5.0,0.0,6.0
jrefactory.csv,7.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,26.0,0.0,7.0,3.0,3.0,0.0,2.0,0.0,9.0
jsecurity.csv,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,0.0,0.0,1.0,2.0,0.0,5.0,74.0,1.0
libopenmetaverse.csv,7.0,1.0,0.0,10.0,1.0,0.0,0.0,3.0,59.0,0.0,5.0,3.0,3.0,0.0,2.0,3.0,1.0
mobicents.csv,5.0,0.0,0.0,12.0,0.0,5.0,0.0,1.0,19.0,0.0,2.0,3.0,0.0,0.0,11.0,74.0,4.0
opendvr.csv,17.0,1.0,0.0,7.0,1.0,0.0,0.0,3.0,48.0,0.0,9.0,1.0,2.0,0.0,2.0,0.0,2.0
openefm.csv,20.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,26.0,2.0,17.0,6.0,2.0,0.0,2.0,6.0,2.0
power-architect.csv,9.0,1.0,2.0,11.0,1.0,0.0,0.0,4.0,54.0,0.0,9.0,3.0,3.0,0.0,2.0,0.0,3.0
sidekar.csv,1.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,32.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,4.0
yarp0.csv,8.0,1.0,1.0,9.0,1.0,3.0,1.0,4.0,40.0,0.0,3.0,0.0,2.0,0.0,0.0,74.0,3.0
