,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.32,0.3,0.59,0.09,0.63,0.52,0.55,0.25,0.12,0.51,0.33,0.24,0.5,0.72,1.0,0.35,0.47
apertium.csv,0.38,0.65,0.57,0.31,0.74,0.5,0.56,0.44,0.19,0.67,1.0,0.38,0.44,0.79,0.6,0.44,0.54
beast-mcmc.csv,1.0,0.41,0.74,0.16,0.88,0.56,0.62,0.5,0.23,0.59,0.28,0.27,0.48,0.81,0.41,0.25,0.5
cuberok.csv,0.31,0.45,0.57,0.21,0.76,0.54,0.53,1.0,0.31,0.55,0.45,0.33,0.32,0.86,0.27,0.25,0.5
icescrum.csv,0.58,0.65,0.67,0.29,0.82,0.64,0.69,0.64,0.23,0.62,0.4,0.6,0.68,0.84,0.5,0.43,1.0
ingex.csv,0.24,0.5,0.65,0.27,0.84,0.45,0.59,0.41,0.3,0.45,0.12,0.25,0.96,0.93,0.62,0.37,0.41
jbasic.csv,0.44,0.41,0.65,0.33,0.86,0.43,0.55,0.29,0.11,0.95,0.29,0.5,0.39,0.83,0.5,0.3,0.5
jgnash.csv,0.29,0.4,0.53,0.26,0.71,0.57,0.6,0.44,1.0,0.65,0.25,0.22,0.33,0.8,0.31,0.33,0.39
jrefactory.csv,0.28,0.27,0.98,0.24,0.75,0.52,0.53,0.33,0.14,0.48,0.29,0.24,0.36,0.72,0.49,0.26,0.38
jsecurity.csv,0.38,0.45,0.71,1.0,0.62,0.62,0.57,0.47,0.13,0.62,0.33,0.29,0.46,0.87,0.17,0.0,0.6
libopenmetaverse.csv,0.26,0.28,0.57,0.15,0.68,1.0,0.53,0.38,0.11,0.68,0.32,0.27,0.3,0.76,0.4,0.28,0.44
mobicents.csv,0.38,0.38,0.66,0.25,0.8,0.41,1.0,0.24,0.19,0.65,0.31,0.55,0.39,0.8,0.31,0.0,0.5
opendvr.csv,0.27,0.3,0.55,0.18,0.61,0.43,0.57,0.35,0.15,0.5,0.24,0.5,0.4,0.78,0.37,1.0,0.43
openefm.csv,0.26,0.97,0.52,0.21,0.81,0.47,0.6,0.44,0.18,0.58,0.25,0.36,0.47,0.8,0.32,0.27,0.4
power-architect.csv,0.24,0.33,0.59,0.21,0.6,0.49,0.52,0.37,0.16,0.5,0.33,0.29,0.28,1.0,0.35,0.32,0.37
sidekar.csv,0.38,0.36,0.52,0.28,1.0,0.53,0.58,0.47,0.18,0.58,0.3,0.38,0.37,0.78,0.38,0.27,0.53
yarp0.csv,0.29,0.31,0.54,0.17,0.65,0.38,0.6,0.22,0.15,0.5,0.27,1.0,0.46,0.75,0.39,0.0,0.45
