,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.7,0.51,0.54,0.58,0.65,0.46,0.5,0.42,0.53,0.52,0.83,0.53,0.42,0.57,0.62,0.45,0.83
apertium.csv,0.53,0.91,0.61,0.93,0.49,0.72,0.75,0.0,0.54,0.51,0.71,0.75,0.5,0.48,0.92,0.0,0.4
beast-mcmc.csv,0.51,0.4,0.4,0.48,0.52,0.41,0.41,0.41,0.51,0.43,0.39,0.43,0.35,0.36,0.45,0.48,0.35
cuberok.csv,0.61,0.41,0.52,0.57,0.52,0.47,0.47,0.52,0.52,0.58,0.53,0.45,0.56,0.52,0.64,0.45,0.37
icescrum.csv,0.52,0.53,0.54,0.73,0.57,0.5,0.47,0.41,0.47,0.46,0.5,0.88,0.35,0.5,0.47,0.56,0.43
ingex.csv,0.4,0.45,0.47,0.58,0.41,0.46,0.41,0.44,0.39,0.41,0.54,0.53,0.42,0.42,0.47,0.78,0.32
jbasic.csv,0.4,0.43,0.42,0.57,0.47,0.48,0.4,0.44,0.4,0.51,0.43,0.39,0.35,0.37,0.44,0.47,0.38
jgnash.csv,0.42,0.48,0.38,0.38,0.38,0.54,0.43,0.41,0.52,0.61,0.44,0.42,0.33,0.46,0.43,0.53,0.32
jrefactory.csv,0.42,0.53,0.55,0.55,0.68,0.9,0.78,0.41,0.63,0.56,0.48,0.47,0.37,0.91,0.42,0.45,0.54
jsecurity.csv,0.98,0.62,0.57,0.47,0.91,0.39,0.86,0.79,0.55,0.89,0.81,0.89,0.83,0.83,0.89,0.88,0.83
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.48,0.37,0.42,0.41,0.43,0.45,0.41,0.35,0.4,0.48,0.46,0.32
mobicents.csv,0.4,0.4,0.44,0.57,0.5,0.45,0.45,0.43,0.46,0.42,0.53,0.45,0.36,0.37,0.47,0.48,0.38
opendvr.csv,0.53,0.43,0.57,0.68,0.69,0.34,0.52,0.89,0.43,0.52,0.68,0.83,0.57,0.39,0.71,0.72,0.59
openefm.csv,0.45,0.5,0.51,0.56,0.88,0.71,0.42,0.45,0.53,0.88,0.79,0.6,0.47,0.73,0.53,0.5,0.33
power-architect.csv,0.41,0.39,0.39,0.41,0.5,0.34,0.38,0.38,0.5,0.5,0.43,0.39,0.39,0.44,0.43,0.44,0.31
sidekar.csv,0.0,0.53,0.0,0.0,0.51,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
yarp0.csv,0.42,0.48,0.76,0.56,0.62,0.49,0.65,0.43,0.96,0.49,0.53,0.5,0.35,0.44,0.52,0.44,0.85
