,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.44,0.56,0.64,0.39,0.55,0.58,0.48,0.5,0.53,0.3,0.15,0.49,0.55,0.57,0.64,0.09,0.19
apertium.csv,0.51,0.21,0.29,0.12,0.46,0.29,0.28,0.06,0.39,0.69,0.81,0.07,0.04,0.42,0.12,0.0,0.53
beast-mcmc.csv,0.74,0.65,0.49,0.69,0.61,0.6,0.61,0.54,0.65,0.62,0.48,0.51,0.66,0.63,0.63,0.58,0.57
cuberok.csv,0.57,0.61,0.38,0.53,0.45,0.59,0.48,0.76,0.68,0.37,0.55,0.5,0.34,0.45,0.5,0.17,0.62
icescrum.csv,0.72,0.51,0.35,0.4,0.51,0.37,0.56,0.53,0.59,0.67,0.71,0.23,0.66,0.48,0.45,0.27,0.83
ingex.csv,0.61,0.47,0.43,0.45,0.62,0.43,0.57,0.4,0.74,0.65,0.4,0.48,0.61,0.36,0.43,0.27,0.66
jbasic.csv,0.66,0.62,0.39,0.57,0.67,0.54,0.57,0.56,0.63,0.75,0.32,0.58,0.56,0.0,0.6,0.32,0.5
jgnash.csv,0.57,0.61,0.49,0.75,0.67,0.43,0.55,0.54,0.73,0.26,0.4,0.57,0.64,0.43,0.51,0.21,0.31
jrefactory.csv,0.48,0.49,0.7,0.44,0.36,0.17,0.32,0.5,0.39,0.49,0.47,0.62,0.6,0.2,0.51,0.51,0.46
jsecurity.csv,0.3,0.53,0.28,0.64,0.17,0.62,0.3,0.26,0.39,0.12,0.19,0.29,0.12,0.11,0.06,0.21,0.25
libopenmetaverse.csv,0.0,0.05,0.13,0.0,0.3,0.62,0.0,0.31,0.0,0.0,0.61,0.37,0.35,0.55,0.54,0.34,0.13
mobicents.csv,0.74,0.68,0.44,0.55,0.6,0.44,0.67,0.61,0.64,0.59,0.68,0.54,0.3,0.57,0.53,0.5,0.55
opendvr.csv,0.61,0.63,0.31,0.43,0.45,0.0,0.56,0.4,0.63,0.52,0.4,0.35,0.64,0.51,0.41,0.72,0.46
openefm.csv,0.65,0.67,0.45,0.54,0.24,0.29,0.59,0.53,0.65,0.23,0.59,0.34,0.48,0.33,0.43,0.4,0.67
power-architect.csv,0.51,0.72,0.21,0.75,0.61,0.0,0.48,0.24,0.56,0.36,0.4,0.0,0.43,0.81,0.0,0.0,0.0
sidekar.csv,0.0,0.56,0.0,0.0,0.83,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yarp0.csv,0.49,0.59,0.23,0.61,0.56,0.53,0.49,0.5,0.1,0.35,0.58,0.75,0.62,0.4,0.47,0.3,0.3
