,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
columba.csv,0.64,0.67,0.78,0.96,0.6,0.65,0.81,0.57,0.75,0.73,0.62,0.6,0.52,0.36
encog-cs.csv,0.52,0.4,0.4,0.62,0.49,0.49,0.35,0.48,0.39,0.57,0.43,0.43,0.49,0.48
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0
flexpay.csv,0.84,0.4,0.68,0.91,0.99,0.81,0.56,0.76,0.69,0.88,0.64,0.71,0.63,0.8
fluent-nhibernate.csv,0.9,0.0,0.86,0.8,0.95,0.88,0.8,0.89,0.0,0.94,0.86,0.88,0.8,0.75
geochat.csv,0.48,0.71,0.64,0.39,0.44,0.73,0.36,0.61,0.49,0.59,0.39,0.82,0.52,0.58
gpsmid.csv,0.4,0.68,0.37,0.6,0.4,0.45,0.49,0.45,0.57,0.38,0.55,0.4,0.41,0.32
k3d.csv,0.8,0.83,0.97,0.94,0.97,0.92,0.83,0.95,0.5,0.86,0.95,0.91,0.95,0.75
m-a-d-n-e-s-s.csv,0.65,0.52,0.74,0.73,0.84,0.64,0.52,0.61,0.73,0.7,0.78,0.96,0.94,0.39
mob-sen-plat.csv,0.45,0.38,0.41,0.71,0.61,0.47,0.56,0.53,0.47,0.46,0.51,0.53,0.39,0.8
ninject.csv,0.76,0.0,0.86,0.75,0.98,0.0,0.92,0.83,0.75,0.66,0.96,0.9,0.88,0.75
uface.csv,0.34,0.35,0.34,0.41,0.35,0.39,0.41,0.44,0.38,0.38,0.38,0.38,0.38,0.41
v8.csv,0.43,0.35,0.37,0.64,0.5,0.4,0.61,0.44,0.86,0.47,0.52,0.41,0.45,0.42
