,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.65,0.65,0.52,0.67,0.97,0.01,0.09,0.52,0.64,0.68
fritzing.csv,0.82,0.47,0.69,0.46,0.95,0.01,0.5,0.35,0.51,0.63
jlinalg.csv,0.95,0.32,0.46,0.4,1.0,0.01,0.16,0.33,0.5,0.54
knowledge.csv,0.95,0.42,0.56,0.4,1.0,0.01,0.2,0.29,0.52,0.55
massiv.csv,1.0,0.74,0.65,0.0,0.0,0.15,0.0,0.55,0.0,0.5
multitude.csv,0.76,0.42,0.51,0.43,0.96,0.01,0.19,0.35,0.42,0.7
playerstage.csv,0.72,0.39,0.59,0.61,0.96,0.01,0.2,0.48,0.41,0.67
quarkplusplus.csv,0.9,0.47,0.49,0.49,1.0,0.02,0.14,0.3,0.6,0.58
rtrt-on-gpu.csv,0.78,0.23,0.61,0.28,0.9,0.0,0.41,0.2,0.22,0.46
superwaba.csv,0.9,0.57,0.6,0.59,0.97,0.01,0.24,0.4,0.59,0.64
