,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,1.02,0.74,0.68,0.49,0.57,0.59,0.91,0.39,0.4,0.63
fritzing.csv,0.63,0.54,0.42,0.64,0.61,0.59,0.8,0.71,0.59,0.59
jlinalg.csv,0.28,0.76,0.9,0.81,0.5,0.62,0.88,0.72,0.66,0.78
knowledge.csv,0.26,0.66,0.61,0.91,0.13,0.7,0.82,0.77,0.58,0.78
massiv.csv,0.86,0.72,0.66,1.0,1.0,0.04,1.0,0.46,1.0,0.98
multitude.csv,0.84,0.66,0.75,0.82,0.47,0.8,0.66,0.71,0.89,0.46
playerstage.csv,0.94,0.71,0.63,0.43,0.49,0.5,0.74,0.49,0.75,0.58
quarkplusplus.csv,0.41,0.53,0.8,0.59,0.4,0.42,0.91,0.92,0.49,0.63
rtrt-on-gpu.csv,0.87,0.9,0.85,0.88,0.82,1.04,0.37,0.89,0.94,0.84
superwaba.csv,0.53,0.43,0.54,0.48,0.45,0.58,0.66,0.65,0.62,0.56
