,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.52,0.37,0.61,0.6,0.63,0.02,0.12,0.61,0.69,0.5
fritzing.csv,0.78,0.59,0.69,0.5,0.93,0.02,0.29,0.35,0.61,0.57
jlinalg.csv,0.84,0.36,0.57,0.52,0.67,0.02,0.27,0.45,0.45,0.65
knowledge.csv,0.86,0.57,0.65,0.55,0.93,0.02,0.2,0.39,0.57,0.66
massiv.csv,0.25,0.41,0.46,0.0,0.0,0.27,0.0,0.57,0.0,0.03
multitude.csv,0.73,0.56,0.63,0.57,0.85,0.01,0.29,0.49,0.56,0.69
playerstage.csv,0.67,0.52,0.72,0.67,0.81,0.02,0.24,0.53,0.39,0.57
quarkplusplus.csv,0.79,0.6,0.61,0.55,0.75,0.03,0.12,0.45,0.61,0.57
rtrt-on-gpu.csv,0.24,0.17,0.24,0.23,0.59,0.0,0.52,0.17,0.19,0.28
superwaba.csv,0.66,0.62,0.69,0.61,0.74,0.02,0.3,0.57,0.49,0.6
