,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.47,0.42,0.41,0.33,0.41
elmo.csv,0.62,0.81,0.72,0.66,0.65
mscore.csv,0.47,0.42,0.35,0.36,0.43
tolven.csv,0.52,0.61,0.42,0.45,0.7
xbplayer.csv,0.7,0.5,0.46,0.36,0.51
