,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.8,0.98,0.75,0.95,0.96
elmo.csv,0.6,0.19,0.3,0.46,0.29
mscore.csv,0.2,0.86,1.0,0.97,0.66
tolven.csv,0.2,0.45,0.75,0.73,0.32
xbplayer.csv,0.0,0.71,0.58,0.86,0.41
