,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.35,0.2,0.4,1.0,0.41,0.06,0.55,0.07,0.51,0.35,0.63,0.45,0.67,0.83,0.69
aufs.csv,0.39,0.35,0.42,0.36,0.37,0.13,0.45,0.09,1.0,0.18,0.6,0.41,0.25,0.49,0.32
bulmages.csv,0.05,0.12,0.19,0.54,0.16,0.08,0.14,0.02,0.0,1.0,0.54,0.0,0.61,0.0,0.0
coot.csv,0.32,0.29,0.3,0.55,0.31,0.08,0.63,0.06,0.34,0.36,0.67,0.48,1.0,0.74,0.57
emono.csv,0.39,0.42,0.39,0.78,0.29,0.06,0.71,0.06,0.43,0.3,0.58,0.61,0.7,0.8,1.0
extprosys.csv,0.42,0.95,0.5,0.82,0.3,0.08,0.82,0.05,0.52,0.16,0.64,0.57,0.41,0.9,0.55
freelords.csv,0.39,0.43,0.58,0.78,0.33,0.05,1.0,0.05,0.45,0.37,0.71,0.58,0.68,0.91,0.78
jnode.csv,0.29,0.13,0.22,0.54,0.05,1.0,0.19,0.13,0.0,0.29,0.0,0.17,0.49,0.06,0.0
jruby.csv,0.4,0.19,0.17,0.54,0.4,0.09,0.53,0.08,0.52,0.06,0.25,0.53,0.16,1.0,0.57
jsecurity.csv,0.38,0.36,0.32,0.08,0.99,0.09,0.37,0.11,0.32,0.33,0.37,0.26,0.67,0.42,0.59
matrex.csv,0.38,0.07,0.21,0.32,0.22,0.13,0.33,0.17,0.64,0.05,0.99,0.54,0.09,0.32,0.24
officefloor.csv,0.0,0.34,0.37,0.77,0.0,0.0,0.14,0.91,0.37,0.3,0.43,0.55,0.38,0.8,0.53
projectfactory.csv,0.34,0.37,0.46,0.43,0.4,0.09,0.7,0.05,0.53,0.33,0.57,1.0,0.61,0.57,0.62
taverna.csv,0.33,0.23,1.0,0.0,0.12,0.03,0.37,0.01,0.0,0.31,0.35,0.48,0.49,0.17,0.39
vxl.csv,1.0,0.09,0.48,0.8,0.0,0.02,0.62,0.05,0.42,0.21,0.17,0.51,0.51,0.39,0.46
