,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.0,8.0,2.0,0.0,10.0,111.0,1.0,126.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0
aufs.csv,0.0,2.0,6.0,0.0,3.0,30.0,3.0,41.0,0.0,8.0,7.0,0.0,1.0,0.0,3.0
bulmages.csv,0.0,15.0,0.0,4.0,5.0,0.0,2.0,42.0,116.0,0.0,3.0,81.0,1.0,144.0,121.0
coot.csv,2.0,0.0,4.0,0.0,24.0,1.0,0.0,120.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0
emono.csv,0.0,2.0,2.0,1.0,11.0,1.0,0.0,124.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0
extprosys.csv,0.0,1.0,2.0,1.0,11.0,1.0,1.0,310.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0
freelords.csv,2.0,2.0,0.0,1.0,10.0,117.0,0.0,323.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0
jnode.csv,1.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,116.0,2.0,147.0,0.0,0.0,0.0,121.0
jruby.csv,1.0,2.0,2.0,0.0,23.0,78.0,0.0,101.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
jsecurity.csv,5.0,1.0,2.0,2.0,0.0,39.0,1.0,59.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,1.0,3.0,0.0,2.0,1.0,27.0,0.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0
officefloor.csv,150.0,2.0,2.0,1.0,207.0,411.0,1.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
projectfactory.csv,0.0,1.0,6.0,1.0,1.0,0.0,1.0,187.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
taverna.csv,3.0,0.0,0.0,61.0,0.0,32.0,1.0,145.0,116.0,6.0,0.0,0.0,1.0,0.0,0.0
vxl.csv,0.0,3.0,2.0,1.0,207.0,0.0,1.0,88.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0
