,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.51,0.22,0.48,1.0,0.66,0.47,0.43,0.66,0.65,0.61,0.62,0.46,0.47,0.63,0.59
aufs.csv,0.09,0.3,0.52,0.27,0.43,0.71,0.36,0.66,1.0,0.27,0.58,0.37,0.21,0.37,0.25
bulmages.csv,0.04,0.11,0.13,0.45,0.16,0.15,0.1,0.04,0.0,1.0,0.45,0.0,0.56,0.0,0.0
coot.csv,0.39,0.39,0.34,0.46,0.57,0.6,0.53,0.58,0.41,0.59,0.69,0.48,1.0,0.62,0.49
emono.csv,0.59,0.27,0.5,0.0,0.42,0.46,0.63,0.56,0.23,0.42,0.44,0.42,0.71,0.59,1.0
extprosys.csv,0.38,0.93,0.09,0.69,0.17,0.4,0.0,0.42,0.64,0.32,0.39,0.09,0.4,0.55,0.48
freelords.csv,0.54,0.09,0.64,0.36,0.3,0.43,1.0,0.09,0.09,0.63,0.64,0.56,0.57,0.48,0.35
jnode.csv,0.36,0.13,0.18,0.45,0.04,1.0,0.13,0.1,0.0,0.28,0.0,0.12,0.45,0.04,0.0
jruby.csv,0.57,0.18,0.18,0.46,0.68,0.64,0.43,0.72,0.56,0.06,0.21,0.48,0.12,1.0,0.48
jsecurity.csv,0.57,0.36,0.3,0.06,0.98,0.52,0.29,0.47,0.4,0.53,0.3,0.18,0.67,0.31,0.52
matrex.csv,0.57,0.05,0.18,0.26,0.18,0.58,0.24,0.5,0.63,0.06,1.0,0.52,0.06,0.23,0.18
officefloor.csv,0.0,0.49,0.44,0.68,0.0,0.0,0.1,0.91,0.46,0.54,0.41,0.4,0.35,0.43,0.45
projectfactory.csv,0.53,0.52,0.58,0.34,0.69,0.57,0.57,0.56,0.68,0.58,0.58,1.0,0.6,0.45,0.56
taverna.csv,0.31,0.18,1.0,0.0,0.1,0.07,0.28,0.04,0.0,0.33,0.29,0.47,0.47,0.12,0.3
vxl.csv,1.0,0.07,0.6,0.0,0.0,0.07,0.42,0.13,0.51,0.33,0.14,0.52,0.48,0.29,0.38
