,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.23,0.22,0.3,1.0,0.29,0.03,0.66,0.04,0.4,0.24,0.54,0.47,0.54,0.89,0.67
aufs.csv,0.24,0.52,0.36,0.83,0.37,0.07,0.78,0.05,1.0,0.14,0.65,0.52,0.41,0.91,0.58
bulmages.csv,0.5,0.19,0.75,0.67,0.23,0.06,0.67,0.02,0.0,1.0,0.85,0.0,0.72,0.0,0.0
coot.csv,0.29,0.24,0.3,0.76,0.2,0.04,0.87,0.03,0.3,0.25,0.59,0.5,1.0,0.91,0.76
emono.csv,0.26,0.27,0.31,0.69,0.18,0.03,0.82,0.03,0.29,0.19,0.47,0.47,0.63,0.88,1.0
extprosys.csv,0.27,0.98,0.33,0.78,0.18,0.04,0.73,0.02,0.37,0.11,0.5,0.43,0.41,0.89,0.72
freelords.csv,0.26,0.28,0.41,0.7,0.2,0.03,1.0,0.03,0.3,0.24,0.56,0.48,0.56,0.88,0.66
jnode.csv,0.26,0.15,0.44,0.78,0.33,1.0,0.56,0.33,0.0,0.38,0.0,0.5,0.59,0.8,0.0
jruby.csv,0.26,0.26,0.2,0.73,0.27,0.05,0.86,0.04,0.36,0.1,0.41,0.44,0.44,1.0,0.62
jsecurity.csv,0.25,0.41,0.41,0.29,1.0,0.05,0.69,0.06,0.27,0.24,0.66,0.75,0.6,0.92,0.68
matrex.csv,0.28,0.29,0.36,0.56,0.38,0.07,0.94,0.1,0.69,0.06,0.99,0.61,0.67,0.96,0.6
officefloor.csv,0.0,0.25,0.33,0.79,0.0,0.0,0.86,0.92,0.27,0.2,0.38,0.44,0.45,0.85,0.71
projectfactory.csv,0.23,0.27,0.36,0.76,0.27,0.05,0.74,0.03,0.39,0.23,0.52,1.0,0.6,0.91,0.72
taverna.csv,0.42,0.47,1.0,0.0,0.3,0.02,0.76,0.01,0.0,0.33,0.6,0.53,0.55,0.92,0.72
vxl.csv,1.0,0.19,0.38,0.69,0.0,0.01,0.67,0.04,0.3,0.17,0.3,0.51,0.47,0.84,0.53
