,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.7,0.19,0.63,1.0,0.67,0.56,0.47,0.74,0.7,0.67,0.75,0.44,0.9,0.77,0.7
aufs.csv,0.97,0.26,0.52,0.23,0.38,0.75,0.32,0.66,1.0,0.24,0.56,0.33,0.18,0.33,0.22
bulmages.csv,0.03,0.09,0.11,0.45,0.13,0.12,0.08,0.03,0.0,1.0,0.4,0.0,0.52,0.0,0.0
coot.csv,0.35,0.36,0.3,0.43,0.74,0.75,0.49,0.66,0.38,0.62,0.77,0.46,1.0,0.63,0.46
emono.csv,0.76,0.89,0.56,0.91,0.82,0.56,0.63,0.61,0.84,0.76,0.77,0.85,0.8,0.74,1.0
extprosys.csv,1.0,0.92,0.96,0.86,0.9,0.94,0.94,0.76,0.89,0.33,0.89,0.82,0.4,0.92,0.45
freelords.csv,0.84,0.96,1.0,0.86,0.97,0.56,1.0,0.97,0.89,0.76,0.96,0.72,0.88,0.94,0.94
jnode.csv,0.32,0.11,0.15,0.41,0.03,1.0,0.11,0.08,0.0,0.24,0.0,0.1,0.42,0.03,0.0
jruby.csv,0.84,0.15,0.15,0.43,0.72,0.75,0.38,0.84,0.95,0.05,0.18,0.67,0.1,1.0,0.52
jsecurity.csv,0.76,0.32,0.26,0.05,0.97,0.5,0.25,0.42,0.38,0.52,0.26,0.15,0.75,0.27,0.52
matrex.csv,0.59,0.04,0.15,0.23,0.15,0.56,0.2,0.45,0.59,0.05,1.0,0.49,0.05,0.19,0.15
officefloor.csv,0.0,0.53,0.41,0.75,0.0,0.0,0.08,0.89,0.59,0.62,0.48,0.74,0.32,0.75,0.42
projectfactory.csv,0.59,0.62,0.63,0.3,0.74,1.0,0.66,0.63,0.81,0.62,0.62,1.0,0.62,0.41,0.55
taverna.csv,0.27,0.15,1.0,0.0,0.08,0.06,0.24,0.03,0.0,0.29,0.25,0.44,0.45,0.1,0.26
vxl.csv,1.0,0.06,0.67,0.93,0.0,0.06,0.57,0.11,0.7,0.29,0.12,0.51,0.55,0.25,0.4
