,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.28,0.98,0.1,0.88,0.67,0.85,0.39,0.23,0.88,0.5,0.81,0.98
gwanted.csv,0.11,1.0,0.0,1.0,0.86,0.83,0.54,0.96,1.0,0.0,0.66,1.0
ivatamasks.csv,0.36,0.99,0.11,1.0,0.66,0.82,0.41,0.17,0.82,0.72,0.72,0.75
java-gnome.csv,0.94,1.0,0.2,0.93,0.75,1.0,0.56,0.23,1.0,1.0,0.87,0.57
orc.csv,0.12,0.0,1.0,0.45,0.43,0.83,0.35,0.35,1.0,0.0,0.79,1.0
plato.csv,0.09,0.99,0.09,0.62,0.65,0.98,0.39,0.16,0.74,0.63,0.72,0.69
rodin-b-sharp.csv,0.56,1.0,0.16,0.83,0.69,0.85,1.0,0.19,0.91,0.33,0.83,0.65
tycho.csv,0.26,0.99,0.1,0.62,0.66,0.84,0.38,0.19,0.87,1.0,0.69,0.69
umber.csv,1.0,1.0,0.19,0.77,0.84,0.5,0.44,0.23,0.9,0.78,0.83,0.62
unicase.csv,0.26,1.0,0.13,0.72,0.69,0.92,0.43,0.18,0.9,0.67,1.0,0.73
vienna-add-in.csv,0.57,1.0,0.08,0.68,1.0,0.89,0.36,0.2,0.84,0.49,0.83,0.63
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.83,0.36,0.17,0.78,0.56,0.72,0.67
