,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.18,0.29,0.21,0.98,0.3,0.45,0.41,0.47,0.16,0.39,0.39,0.17
gamestone.csv,0.93,0.15,0.1,0.29,0.17,0.43,0.33,0.0,0.14,0.31,0.28,0.26
geochat.csv,0.14,0.22,0.36,0.48,0.54,0.53,0.53,0.3,0.23,0.34,0.3,0.93
igarden.csv,0.32,0.95,0.22,0.46,0.64,0.53,0.44,0.4,0.2,0.61,0.35,0.28
ingex.csv,0.11,0.32,0.24,0.19,0.24,0.98,0.14,0.13,0.09,0.49,0.14,0.21
lphant.csv,0.19,0.47,0.24,0.24,0.45,0.51,0.48,0.95,0.31,0.44,0.42,0.23
nabu-library.csv,0.27,0.48,0.16,0.45,0.99,0.5,0.36,0.53,0.3,0.49,0.42,0.37
nebuladevice.csv,0.31,0.16,0.31,0.22,0.04,0.32,0.35,0.12,0.97,0.09,0.37,0.21
owlapi.csv,0.0,0.0,0.96,0.0,0.21,0.07,0.07,0.23,0.12,0.17,0.0,0.16
pi-qmc.csv,0.07,0.44,0.3,0.49,0.59,0.51,0.42,0.58,0.22,0.98,0.44,0.37
trinitycore.csv,0.14,0.37,0.3,0.35,0.45,0.51,0.19,0.09,0.18,0.34,0.93,0.21
twostep.csv,0.27,0.45,0.36,0.39,0.57,0.57,0.98,0.54,0.23,0.15,0.4,0.37
