,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.14,0.27,0.17,0.96,0.7,0.42,0.43,0.37,0.11,0.29,0.27,0.12
gamestone.csv,1.0,0.38,0.12,0.8,0.59,0.56,0.41,0.0,0.14,1.0,0.44,0.35
geochat.csv,0.08,0.22,0.24,0.37,0.44,0.43,0.37,0.45,0.18,0.25,0.29,1.0
igarden.csv,0.27,1.0,0.25,0.41,0.75,0.54,0.53,0.44,0.15,0.58,0.32,0.3
ingex.csv,0.1,0.54,0.44,0.38,0.3,0.97,0.67,0.25,0.12,0.6,0.28,0.21
lphant.csv,0.11,0.36,0.15,0.22,0.42,0.39,0.34,1.0,0.19,0.32,0.32,0.19
nabu-library.csv,0.16,0.33,0.11,0.32,0.99,0.37,0.29,0.39,0.18,0.36,0.28,0.25
nebuladevice.csv,0.4,0.43,0.35,0.29,0.25,0.67,0.75,0.18,1.0,1.0,0.28,0.29
owlapi.csv,0.0,0.0,1.0,0.0,0.23,1.0,1.0,0.75,1.0,1.0,0.0,0.43
pi-qmc.csv,0.05,0.36,0.24,0.43,0.7,0.41,0.67,0.5,0.15,1.0,0.31,0.28
trinitycore.csv,0.1,0.38,0.2,0.27,0.41,0.5,0.25,1.0,0.17,0.71,0.98,0.19
twostep.csv,0.16,0.32,0.23,0.27,0.46,0.42,1.0,0.47,0.14,0.5,0.27,0.24
