,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.5,0.04,0.05,0.63,0.0,0.5,0.22,0.0,0.69,0.58,0.71,0.38,0.28,0.27,0.79,0.5,0.03,0.56
brlcad.csv,0.92,0.44,0.6,0.18,0.07,0.5,0.45,0.17,0.09,0.16,0.04,0.06,0.0,0.03,0.28,0.22,0.01,0.31
genoviz.csv,0.21,0.08,0.02,0.06,0.01,0.5,0.06,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04
gnupdate.csv,0.92,0.59,0.53,0.76,0.17,0.0,0.59,0.45,0.68,0.69,0.46,0.36,0.36,0.49,0.66,0.67,0.27,0.82
google-gears.csv,0.29,0.75,0.44,0.87,0.87,0.5,0.76,0.79,0.91,0.49,0.38,0.85,0.76,0.35,0.76,0.89,0.76,0.73
konversation.csv,0.38,0.28,0.2,0.2,0.41,0.0,0.12,0.4,0.46,0.44,0.12,0.4,0.2,0.32,0.41,0.33,0.2,0.64
linux-ntfs.csv,0.33,0.34,0.35,0.34,0.27,1.0,0.37,0.38,0.45,0.78,0.88,0.47,0.84,0.38,0.41,0.39,0.41,0.62
linuxsh.csv,0.67,0.34,0.29,0.14,0.37,0.0,0.29,0.26,0.32,0.29,0.42,0.09,0.17,0.11,0.38,0.06,0.12,0.22
modplug.csv,0.96,0.89,0.96,0.72,0.83,1.0,0.84,0.74,0.59,0.93,0.33,0.75,0.48,0.73,0.79,0.56,0.64,0.96
nativeclient.csv,0.71,0.82,0.91,0.56,0.59,0.5,0.65,0.57,0.59,0.78,0.17,0.64,0.17,0.51,0.83,0.28,0.3,0.71
ogre.csv,0.12,0.4,0.42,0.88,0.23,0.0,0.57,0.55,0.69,0.76,0.42,0.85,0.68,0.86,0.48,0.78,0.83,0.47
openfrag.csv,0.92,0.86,0.6,0.53,0.56,1.0,0.94,0.02,0.57,0.6,0.21,0.25,0.28,0.32,0.97,0.5,0.25,0.91
projecteqemu.csv,0.54,0.6,0.49,0.1,0.3,0.75,0.27,0.3,0.27,0.29,0.0,0.04,0.0,0.05,0.38,0.0,0.14,0.78
qse.csv,0.5,0.02,0.0,0.33,0.0,0.5,0.0,0.13,0.79,0.44,0.46,0.21,0.3,0.14,0.0,0.0,0.0,0.64
sandiaportals.csv,0.92,0.68,0.89,0.33,0.44,0.5,0.69,0.55,0.42,0.44,0.12,0.19,0.18,0.24,0.9,0.17,0.22,0.73
sauerbraten.csv,0.29,0.99,1.0,0.96,1.0,1.0,1.0,1.0,0.6,0.87,0.96,0.92,0.86,0.78,1.0,1.0,1.0,0.64
turbotrader-bos.csv,0.5,0.34,0.11,0.14,0.16,0.5,0.14,0.23,0.27,0.24,0.21,0.11,0.23,0.11,0.59,0.06,0.06,0.62
xapian.csv,0.25,0.39,0.38,0.57,0.41,1.0,0.51,0.38,0.71,0.6,0.33,0.74,0.2,0.86,0.48,0.06,0.77,0.8
