,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,98.5,99.0,59.5,98.5,72.5,89.5,90.5,97.5,99.0,191.0,98.5,1487.5,291.5,99.0,195.0,98.5,92.5,1435.0
brlcad.csv,98.5,594.0,1152.0,98.5,188.0,84.5,98.5,97.5,197.5,94.5,77.5,152.0,94.5,98.5,88.5,98.5,99.0,95.5
genoviz.csv,93.5,91.5,33.5,98.5,93.5,148.0,98.5,54.5,99.0,94.5,91.5,42.5,91.5,92.5,88.5,69.5,89.5,95.5
gnupdate.csv,98.5,594.0,689.0,98.5,280.5,99.0,98.5,97.5,99.0,705.0,94.5,1031.0,290.5,99.0,97.5,98.5,99.0,194.0
google-gears.csv,98.5,594.0,450.5,98.5,745.0,99.0,292.5,97.5,99.0,439.5,98.5,1600.0,291.5,99.0,468.5,98.5,99.0,180.0
konversation.csv,98.5,594.0,174.0,98.5,463.5,99.0,187.0,97.5,99.0,623.5,98.5,1429.0,95.5,99.0,97.5,93.5,99.0,1527.5
linux-ntfs.csv,95.5,198.0,343.5,98.5,638.5,198.0,282.5,97.5,197.5,197.5,98.5,1780.5,388.0,97.5,98.5,98.5,99.0,194.0
linuxsh.csv,98.5,297.0,837.0,98.5,562.0,67.5,98.5,68.5,513.0,524.0,56.5,156.0,192.0,99.0,88.5,96.5,94.5,486.0
modplug.csv,98.5,594.0,1519.0,98.5,753.0,198.0,98.5,97.5,99.0,98.5,98.5,1260.5,291.5,99.0,196.0,98.5,99.0,194.0
nativeclient.csv,98.5,594.0,1519.0,98.5,845.5,96.5,98.5,97.5,99.0,286.5,98.5,1532.0,291.5,99.0,196.0,98.5,99.0,95.5
ogre.csv,132.0,198.0,532.5,557.0,353.0,99.0,386.0,286.5,99.0,98.5,98.5,1874.0,388.0,99.0,98.5,98.5,99.0,1144.0
openfrag.csv,98.5,396.0,861.0,98.5,560.0,198.0,98.5,97.5,99.0,191.0,96.5,77.5,290.5,99.0,197.0,98.5,99.0,95.5
projecteqemu.csv,98.5,198.0,770.5,98.5,472.5,192.5,98.5,97.5,99.0,94.5,91.5,77.5,94.5,99.0,196.0,92.5,99.0,95.5
qse.csv,95.5,97.5,0.0,98.5,0.0,156.0,0.0,97.5,99.0,191.0,98.5,607.5,291.5,99.0,0.0,22.5,92.5,372.0
sandiaportals.csv,98.5,594.0,1519.0,98.5,562.0,84.5,98.5,97.5,99.0,94.5,98.5,156.0,193.0,99.0,196.0,98.5,198.0,95.5
sauerbraten.csv,98.5,594.0,1519.0,98.5,936.0,198.0,98.5,97.5,1254.0,197.5,98.5,1878.0,388.0,99.0,197.0,98.5,99.0,95.5
turbotrader-bos.csv,98.5,198.0,172.0,98.5,284.5,90.5,77.5,97.5,480.5,191.0,98.5,338.0,193.0,99.0,187.0,96.5,92.5,95.5
xapian.csv,93.5,198.0,251.5,98.5,360.0,196.5,98.5,289.5,99.0,98.5,98.5,755.5,95.5,99.0,197.0,86.5,99.0,95.5
