,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.72,0.05,0.0,0.28,0.18,0.47,0.64,0.33,0.47,0.49,0.71,0.58,0.48,0.62,0.58,0.8,0.25,0.06
brlcad.csv,0.76,0.5,0.4,0.19,0.59,0.13,0.51,0.44,0.42,0.35,0.25,0.32,0.32,0.33,0.49,0.64,0.13,0.27
genoviz.csv,0.4,0.09,0.0,0.52,0.0,0.06,0.43,0.11,0.44,0.46,0.41,0.24,0.27,0.11,0.38,0.26,0.29,0.83
gnupdate.csv,0.74,0.49,0.26,0.26,0.65,0.74,0.45,0.6,0.5,0.48,0.57,0.55,0.22,0.8,0.62,0.82,0.62,0.17
google-gears.csv,0.52,0.43,0.25,0.22,0.33,0.76,0.47,0.63,0.5,0.41,0.71,0.71,0.37,0.77,0.55,0.81,0.72,0.15
konversation.csv,0.75,0.27,0.31,0.5,0.43,0.51,0.48,0.67,0.51,0.4,0.47,0.59,0.34,0.68,0.51,0.64,0.39,0.11
linux-ntfs.csv,0.58,0.25,0.24,0.21,0.13,0.91,0.43,0.55,0.47,0.46,0.78,0.5,0.33,0.61,0.62,0.6,0.59,0.26
linuxsh.csv,0.74,0.33,0.46,0.28,0.24,0.09,0.39,0.48,0.4,0.42,0.31,0.39,0.26,0.28,0.2,0.56,0.14,0.24
modplug.csv,0.76,0.42,0.29,0.25,0.33,0.82,0.48,0.63,0.55,0.62,0.83,0.72,0.36,0.8,0.64,0.88,0.74,0.19
nativeclient.csv,0.77,0.43,0.28,0.28,0.4,0.59,0.5,0.65,0.57,0.65,0.83,0.67,0.54,0.79,0.63,0.82,0.71,0.2
ogre.csv,0.13,0.29,0.16,0.22,0.26,0.97,0.38,0.39,0.41,0.33,0.59,0.52,0.31,0.82,0.69,0.69,0.69,0.14
openfrag.csv,0.77,0.42,0.37,0.29,0.38,0.31,0.45,0.62,0.51,0.66,0.7,0.75,0.41,0.61,0.6,0.86,0.56,0.16
projecteqemu.csv,0.78,0.43,0.42,0.5,0.39,0.15,0.51,0.71,0.6,0.71,0.57,0.3,0.42,0.39,0.55,0.49,0.49,0.22
qse.csv,0.66,0.11,0.0,0.35,0.0,0.22,0.0,0.79,0.49,0.62,0.57,0.46,0.32,0.56,0.0,0.04,0.16,0.16
sandiaportals.csv,0.78,0.41,0.31,0.32,0.37,0.21,0.51,0.7,0.59,0.71,0.7,0.72,0.5,0.63,0.56,0.87,0.59,0.23
sauerbraten.csv,0.79,0.39,0.29,0.22,0.32,0.92,0.44,0.6,0.54,0.62,0.8,0.71,0.38,0.8,0.64,0.85,0.74,0.06
turbotrader-bos.csv,0.77,0.24,0.38,0.44,0.38,0.14,0.56,0.76,0.63,0.66,0.68,0.56,0.47,0.36,0.49,0.63,0.28,0.22
xapian.csv,0.42,0.19,0.12,0.25,0.33,0.55,0.46,0.59,0.42,0.58,0.71,0.7,0.58,0.79,0.64,0.31,0.71,0.18
