,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.74,0.03,0.0,0.92,0.1,0.31,0.74,0.2,0.73,0.56,0.73,0.53,0.62,0.49,0.77,0.77,0.14,0.2
brlcad.csv,0.95,0.77,1.0,0.25,0.55,0.07,0.74,0.34,0.32,0.25,0.15,0.2,0.19,0.2,0.42,0.51,0.07,0.6
genoviz.csv,0.28,0.06,0.0,0.5,0.0,0.03,0.32,0.06,0.35,0.33,0.25,0.14,0.15,0.06,0.23,0.15,0.18,1.0
gnupdate.csv,0.92,0.91,0.55,1.0,0.85,0.59,0.74,0.69,0.79,0.58,0.47,0.48,0.27,0.77,0.77,0.85,0.54,0.8
google-gears.csv,0.41,0.89,0.45,0.92,0.95,0.62,0.89,0.94,0.93,0.42,0.64,0.92,0.81,0.7,0.69,0.89,0.86,0.6
konversation.csv,0.74,0.28,0.36,0.83,0.75,0.35,0.42,0.77,0.65,0.39,0.33,0.55,0.35,0.57,0.5,0.53,0.28,0.4
linux-ntfs.csv,0.49,0.29,0.36,0.42,0.15,0.85,0.53,0.57,0.58,0.58,0.89,0.45,0.77,0.49,0.65,0.49,0.54,1.0
linuxsh.csv,0.82,0.4,0.73,0.33,0.35,0.05,0.42,0.43,0.41,0.36,0.22,0.26,0.23,0.17,0.15,0.4,0.08,0.4
modplug.csv,0.97,0.97,1.0,0.92,0.9,0.7,1.0,0.91,0.83,0.97,0.82,0.91,0.58,0.82,0.88,0.92,0.84,1.0
nativeclient.csv,0.9,0.96,0.91,0.83,0.9,0.43,0.89,0.86,0.87,0.94,0.76,0.76,0.58,0.76,0.88,0.75,0.66,0.8
ogre.csv,0.08,0.38,0.27,0.92,0.3,0.94,0.58,0.43,0.62,0.39,0.49,0.59,0.62,0.89,0.81,0.66,0.84,0.4
openfrag.csv,0.97,0.94,0.91,0.83,0.8,0.19,1.0,0.46,0.73,0.86,0.58,0.71,0.5,0.49,0.88,0.89,0.46,0.8
projecteqemu.csv,0.85,0.76,0.91,0.58,0.55,0.08,0.58,0.77,0.66,0.75,0.4,0.18,0.27,0.25,0.54,0.32,0.35,1.0
qse.csv,0.64,0.06,0.0,0.75,0.0,0.13,0.0,0.77,0.83,0.69,0.47,0.35,0.38,0.41,0.0,0.02,0.09,0.6
sandiaportals.csv,1.0,0.8,1.0,0.67,0.65,0.12,0.95,0.94,0.77,0.86,0.56,0.65,0.54,0.5,0.77,0.81,0.48,1.0
sauerbraten.csv,0.77,0.97,1.0,1.0,1.0,0.87,1.0,1.0,0.8,0.94,0.95,0.95,0.92,0.84,1.0,1.0,1.0,0.2
turbotrader-bos.csv,0.82,0.28,0.36,0.58,0.4,0.08,0.53,0.8,0.7,0.64,0.56,0.42,0.54,0.23,0.54,0.47,0.17,0.8
xapian.csv,0.31,0.23,0.18,0.75,0.55,0.39,0.68,0.63,0.65,0.72,0.64,0.86,0.69,0.83,0.73,0.19,0.84,0.8
