,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.76,0.58,0.55,0.7,0.52,0.42,0.64,0.41
cornerstone.csv,0.69,0.71,0.93,0.4,0.63,0.83,0.41,0.5
frogatto.csv,0.71,0.85,0.71,0.65,0.87,1.0,0.46,0.87
novembre.csv,0.7,0.42,0.61,0.66,0.79,0.73,0.61,0.54
ns-3.csv,0.53,0.9,0.68,0.52,0.79,0.82,0.74,0.81
open-beos.csv,0.6,0.7,0.43,0.68,0.64,0.4,0.47,0.53
planeshift.csv,0.72,0.56,0.71,0.63,0.41,0.86,0.75,0.78
sbml.csv,0.64,0.88,0.55,0.66,0.69,0.42,0.56,0.52
