,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.43,0.45,0.54,0.53,0.74,0.82,0.53,0.72
cornerstone.csv,0.46,0.33,0.13,0.72,0.53,0.29,0.72,0.64
frogatto.csv,0.68,0.47,0.58,0.67,0.86,0.83,0.67,0.72
novembre.csv,0.46,0.57,0.51,0.54,0.38,0.56,0.54,0.6
ns-3.csv,0.73,0.45,0.53,0.62,0.84,0.63,0.7,0.72
open-beos.csv,0.59,0.44,0.64,0.46,0.74,0.8,0.66,0.72
planeshift.csv,0.64,0.5,0.54,0.56,0.79,0.77,0.56,0.69
sbml.csv,0.67,0.44,0.62,0.73,0.83,0.78,0.69,0.71
