,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.65,0.44,0.53,0.52,0.84,0.84,1.0,0.77
cornerstone.csv,0.81,0.33,0.71,0.74,0.96,1.0,0.72,0.75
frogatto.csv,0.68,0.31,0.45,0.57,0.78,0.7,0.73,0.58
novembre.csv,0.77,0.5,0.47,0.54,0.77,0.69,0.63,0.76
ns-3.csv,0.76,0.29,0.43,0.67,0.79,0.67,0.57,0.59
open-beos.csv,0.77,0.31,0.65,0.58,0.8,0.85,0.75,0.67
planeshift.csv,0.67,0.36,0.43,0.56,0.89,0.71,0.51,0.58
sbml.csv,0.7,0.29,0.51,0.6,0.8,0.85,0.62,0.67
