,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.43,0.66,0.41,0.5,0.34,0.63,0.62,0.23,0.58,0.47,0.47,0.73,0.53,0.3,0.5,0.58,0.49,0.76
aztec.csv,0.25,0.41,0.2,0.26,0.82,0.77,0.54,0.55,0.71,0.34,0.5,0.7,0.55,0.62,0.32,0.56,0.66,0.14
bibedt.csv,0.61,0.62,0.39,0.13,0.54,0.77,0.56,0.73,0.48,0.63,0.4,0.69,0.67,0.71,0.62,0.74,0.36,0.22
esmf.csv,0.71,0.55,0.47,0.72,0.31,0.6,0.54,0.21,0.0,0.47,0.52,0.31,0.46,0.55,0.17,0.58,0.61,0.35
irrlicht.csv,0.05,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jstock.csv,0.44,0.26,0.23,0.26,0.25,0.49,0.55,0.51,0.75,0.34,0.3,0.25,0.4,0.45,0.41,0.21,0.9,0.18
kowari.csv,0.59,0.25,0.4,0.46,0.05,0.57,0.48,0.27,0.6,0.3,0.45,0.43,0.38,0.32,0.0,0.3,0.65,0.31
lportal.csv,0.18,0.35,0.01,0.0,0.0,0.05,0.15,0.0,0.0,0.16,0.06,0.19,0.01,0.58,0.0,0.75,0.0,0.0
modellus.csv,0.66,0.66,0.31,0.13,0.29,0.59,0.59,0.24,0.6,0.53,0.52,0.78,0.73,0.62,0.35,0.74,0.36,0.42
open-data-kit.csv,0.43,0.27,0.49,0.35,0.65,0.59,0.66,0.73,0.69,0.58,0.49,0.55,0.77,0.17,0.13,0.42,0.82,0.45
pentahoanalysistool.csv,0.41,0.67,0.45,0.48,0.29,0.43,0.35,0.23,0.0,0.39,0.29,0.58,0.62,0.43,0.32,0.44,0.37,0.55
phet.csv,0.36,0.22,0.61,0.31,0.23,0.44,0.14,0.35,0.0,0.28,0.39,0.28,0.34,0.06,0.24,0.01,0.49,0.36
qtractor.csv,0.54,0.64,0.26,0.26,0.86,0.71,0.65,0.54,0.69,0.56,0.58,0.73,0.64,0.72,0.61,0.78,0.5,0.35
roller.csv,0.38,0.5,0.4,0.7,0.05,0.3,0.59,0.21,0.34,0.37,0.52,0.64,0.73,0.77,0.47,0.72,0.6,0.39
sumatrapdf.csv,0.59,0.46,0.34,0.34,0.47,0.68,0.09,0.66,0.0,0.75,0.62,0.65,0.52,0.0,0.63,0.13,0.6,0.56
synergyspace.csv,0.28,0.6,0.36,0.7,0.0,0.29,0.69,0.12,0.61,0.76,0.19,0.57,0.42,0.19,0.05,0.53,0.48,0.69
ultimairis.csv,0.07,0.66,0.13,0.26,0.2,0.6,0.13,0.0,0.7,0.21,0.64,0.4,0.67,0.39,0.68,0.0,0.41,0.66
voms.csv,0.58,0.71,0.17,0.96,0.05,0.43,0.57,0.12,0.59,0.57,0.32,0.4,0.33,0.72,0.25,0.32,0.18,0.35
