,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.25,0.56,0.58,0.83,0.34,0.48,0.47,0.36,0.37,0.53,0.41,0.62,0.43,0.68,0.4,0.98,1.0,0.81,0.25,0.46
galaxium.csv,0.33,0.54,0.18,0.33,0.12,0.16,0.27,0.36,0.16,0.2,0.29,0.51,0.94,0.59,0.6,0.14,0.67,0.53,0.25,0.25
itext.csv,0.76,0.76,0.67,0.75,0.6,0.57,0.67,0.49,0.37,0.76,0.73,0.66,0.77,0.94,0.82,0.77,0.67,0.51,1.0,0.58
jahshakafx.csv,0.97,0.41,0.33,0.08,0.22,0.17,0.33,0.06,0.11,0.28,0.37,0.43,0.09,0.29,0.2,0.14,0.33,0.15,0.25,0.08
kolmafia.csv,0.76,0.58,0.79,0.38,0.2,0.24,0.47,0.27,0.68,0.22,0.48,0.62,0.86,0.71,0.51,0.32,0.67,1.0,0.0,0.08
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.11,0.26,0.18,0.12,0.18,0.33,0.27,0.19,0.26,0.51,0.17,0.96,0.11,0.59,0.2,0.16,0.33,0.4,0.0,0.46
mptvseries.csv,0.72,0.88,0.67,0.46,0.34,0.32,0.4,0.2,1.0,0.41,0.57,0.11,0.49,0.15,0.55,0.32,0.67,0.34,0.75,0.5
novembre.csv,0.45,0.42,0.58,0.25,0.14,0.2,1.0,0.07,0.26,0.32,0.36,0.13,0.0,0.15,0.15,0.11,0.0,0.26,0.75,0.08
ns-3.csv,0.72,0.6,0.88,0.62,0.44,0.99,0.8,0.33,0.47,0.51,0.7,0.62,0.8,0.38,0.03,0.61,0.33,0.77,0.75,0.42
nullc.csv,0.97,0.89,0.91,1.0,1.0,0.79,1.0,0.47,0.89,0.96,0.88,0.83,0.86,0.85,0.31,0.98,1.0,0.77,1.0,0.83
pixel-commandos.csv,0.06,0.08,0.12,0.21,0.04,0.0,0.0,0.01,0.16,0.05,0.2,0.02,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0
plee-the-bear.csv,0.07,0.31,0.85,0.0,0.16,0.22,0.07,0.28,0.32,0.18,0.13,0.64,0.17,0.59,0.03,0.02,0.33,0.34,0.0,0.38
quantlib.csv,0.18,0.4,0.58,0.67,0.46,0.26,0.33,0.27,0.11,0.42,0.29,0.68,0.29,0.38,0.16,0.3,1.0,0.19,0.25,0.92
reaper-ecad.csv,0.82,0.61,0.64,1.0,0.66,0.66,0.53,0.81,0.68,0.53,0.61,0.6,0.57,0.56,0.44,0.59,0.33,0.68,0.25,0.42
sbml.csv,0.81,0.82,0.94,0.96,0.4,0.49,0.93,0.59,0.47,1.0,0.74,0.6,0.74,0.65,0.79,0.8,0.67,0.53,1.0,0.71
smartgwt.csv,0.75,0.6,0.82,0.08,0.6,0.74,0.67,0.78,0.95,0.64,0.7,0.7,0.69,0.82,0.96,0.68,0.33,0.83,0.5,0.79
unladen-swallow.csv,0.2,0.64,0.42,0.21,0.4,0.55,0.53,0.45,0.42,0.54,0.16,0.51,0.31,0.79,0.37,0.18,0.33,0.72,0.0,0.75
vienna-add-in.csv,0.86,0.91,0.79,0.96,0.58,0.95,1.0,0.96,1.0,0.96,0.94,0.94,0.94,0.94,0.77,1.0,1.0,0.72,1.0,1.0
wow-qrsk.csv,0.42,0.48,0.61,0.38,0.18,0.26,0.07,0.2,0.37,0.3,0.94,0.43,0.63,0.47,0.43,0.3,0.0,0.53,0.5,0.0
