,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.29,0.58,0.54,0.76,0.38,0.5,0.49,0.39,0.38,0.52,0.44,0.58,0.44,0.6,0.45,0.98,0.65,0.66,0.28,0.48
galaxium.csv,0.37,0.57,0.22,0.38,0.15,0.19,0.31,0.41,0.19,0.23,0.33,0.55,0.95,0.62,0.64,0.17,0.66,0.57,0.29,0.29
itext.csv,0.74,0.71,0.63,0.76,0.65,0.55,0.54,0.49,0.41,0.7,0.68,0.61,0.75,0.95,0.82,0.56,0.6,0.55,0.89,0.58
jahshakafx.csv,0.98,0.46,0.38,0.1,0.26,0.2,0.37,0.07,0.13,0.32,0.42,0.47,0.11,0.34,0.24,0.17,0.37,0.18,0.29,0.1
kolmafia.csv,0.75,0.6,0.74,0.43,0.24,0.28,0.48,0.31,0.63,0.26,0.51,0.58,0.79,0.7,0.55,0.36,0.62,1.0,0.0,0.1
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.13,0.3,0.21,0.15,0.21,0.37,0.3,0.22,0.3,0.46,0.2,0.97,0.13,0.57,0.24,0.19,0.38,0.44,0.0,0.49
mptvseries.csv,0.73,0.5,0.68,0.5,0.39,0.36,0.43,0.24,1.0,0.43,0.6,0.13,0.54,0.18,0.58,0.36,0.71,0.38,0.75,0.45
novembre.csv,0.5,0.46,0.61,0.29,0.17,0.24,1.0,0.09,0.3,0.37,0.41,0.16,0.0,0.18,0.18,0.13,0.0,0.3,0.77,0.1
ns-3.csv,0.67,0.6,0.75,0.57,0.44,0.99,0.58,0.36,0.48,0.52,0.68,0.58,0.71,0.41,0.04,0.46,0.36,0.73,0.65,0.45
nullc.csv,0.68,0.27,0.24,0.05,1.0,0.51,0.21,0.47,0.63,0.24,0.62,0.66,0.69,0.65,0.36,0.0,0.82,0.71,0.36,0.38
pixel-commandos.csv,0.07,0.1,0.15,0.25,0.05,0.0,0.0,0.01,0.19,0.06,0.24,0.02,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0
plee-the-bear.csv,0.09,0.34,0.88,0.0,0.19,0.25,0.09,0.32,0.35,0.21,0.16,0.49,0.2,0.58,0.04,0.02,0.29,0.38,0.0,0.41
quantlib.csv,0.21,0.42,0.6,0.63,0.49,0.3,0.35,0.31,0.13,0.45,0.34,0.53,0.33,0.42,0.19,0.33,0.27,0.22,0.29,0.93
reaper-ecad.csv,0.51,0.52,0.64,1.0,0.43,0.57,0.56,0.33,0.56,0.54,0.58,0.55,0.47,0.44,0.29,0.57,0.35,0.44,0.27,0.42
sbml.csv,0.69,0.65,0.62,0.4,0.44,0.5,0.6,0.49,0.48,1.0,0.59,0.57,0.68,0.65,0.75,0.67,0.61,0.57,0.85,0.59
smartgwt.csv,0.3,0.53,0.7,0.1,0.53,0.61,0.59,0.65,0.24,0.54,0.63,0.68,0.67,0.63,0.97,0.6,0.36,0.64,0.47,0.66
unladen-swallow.csv,0.24,0.69,0.42,0.24,0.36,0.51,0.54,0.45,0.39,0.44,0.19,0.5,0.31,0.26,0.36,0.21,0.36,0.48,0.0,0.66
vienna-add-in.csv,0.2,0.37,0.2,0.17,0.52,0.13,0.21,0.96,0.24,0.13,0.44,0.37,0.61,0.27,0.49,0.0,0.27,0.45,0.27,0.24
wow-qrsk.csv,0.47,0.52,0.64,0.43,0.22,0.3,0.09,0.24,0.42,0.35,0.95,0.48,0.63,0.52,0.48,0.34,0.0,0.52,0.54,0.0
