,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.4,0.48,0.43,0.51,0.66
encog-java.csv,0.61,0.97,0.5,0.97,0.77
h2database.csv,0.58,0.61,0.88,0.43,0.96
jaql.csv,0.39,0.67,0.62,0.45,0.44
raven-monitoring.csv,0.58,0.48,0.62,0.6,0.96
