,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.91,0.55,0.71,0.54,0.74
encog-java.csv,0.75,0.08,0.03,0.26,0.2
h2database.csv,0.59,0.7,0.09,0.67,0.2
jaql.csv,0.77,0.34,0.34,0.63,0.62
raven-monitoring.csv,0.34,0.57,0.57,0.38,0.12
