,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.5,0.08,0.67,0.16,0.12,0.42,0.79
fw4spl.csv,0.44,0.1,0.62,0.23,0.08,0.4,0.27
kftpgrabber.csv,0.4,0.0,0.69,0.16,0.0,0.58,0.55
kolmafia.csv,0.57,0.06,0.55,0.14,0.09,0.38,0.8
lazarus-ccr.csv,0.73,0.02,0.42,0.09,0.07,0.23,0.64
mia.csv,0.75,0.14,0.66,0.16,0.23,0.45,0.73
plee-the-bear.csv,0.32,0.18,0.47,0.19,0.11,0.45,0.58
