,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.1,0.67,0.7,0.59,0.66,0.68,0.37
fw4spl.csv,0.33,0.62,0.19,0.54,0.41,0.44,0.07
kftpgrabber.csv,0.46,0.0,0.35,0.42,0.0,0.87,0.48
kolmafia.csv,0.53,0.09,0.64,0.5,0.09,0.61,0.75
lazarus-ccr.csv,0.78,0.26,0.45,0.42,0.42,0.39,0.48
mia.csv,0.43,0.35,0.46,0.22,0.64,0.2,0.45
plee-the-bear.csv,0.37,0.79,0.45,0.7,0.43,0.67,0.53
