,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.07,0.66,0.33,0.5,0.6,0.48,0.1
fw4spl.csv,0.32,0.35,0.1,0.25,0.47,0.29,0.21
kftpgrabber.csv,0.75,0.04,0.13,0.29,0.08,0.32,0.46
kolmafia.csv,0.32,0.98,0.62,0.81,0.98,0.74,0.23
lazarus-ccr.csv,0.25,0.83,0.76,0.66,0.81,0.79,0.31
mia.csv,0.11,0.12,0.21,0.15,0.2,0.1,0.18
plee-the-bear.csv,0.68,0.23,0.48,0.49,0.33,0.42,0.46
