,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.57,0.63,1.0,0.87,0.79,0.93,0.57,0.68,0.09,0.62,0.3,0.94,0.5,0.7,0.96,0.8,0.99,0.98,0.91,0.68
alleg.csv,0.73,0.67,0.55,0.65,0.78,0.14,0.79,0.9,0.63,0.8,0.61,0.6,0.61,0.56,0.77,0.92,0.93,0.42,0.48,0.58
biodwh.csv,0.63,0.58,0.78,0.86,0.93,0.86,0.8,0.74,0.75,0.83,0.71,0.81,0.34,0.7,1.01,0.08,0.93,0.66,0.71,0.68
factor.csv,0.67,0.65,1.0,0.71,0.67,0.75,0.84,0.85,0.54,0.49,0.72,0.93,0.51,0.54,0.97,0.76,0.97,0.04,0.56,0.82
iaml.csv,0.59,0.68,0.62,0.48,0.72,0.54,0.05,0.7,0.87,0.67,0.56,0.66,0.73,0.59,1.03,0.83,0.63,0.77,0.59,0.93
icescrum.csv,0.51,0.46,0.81,0.44,0.69,0.55,0.83,0.7,0.68,0.54,0.72,0.71,0.51,0.0,0.92,0.48,0.43,0.75,0.58,0.74
jbasic.csv,0.66,0.59,1.03,0.09,0.61,0.72,0.62,0.76,0.76,0.77,0.64,0.93,0.51,0.69,0.76,0.52,0.81,0.86,0.82,0.79
jcache.csv,0.66,0.78,0.43,0.54,0.77,1.0,0.75,0.52,0.59,0.63,0.68,0.71,0.33,0.84,0.84,0.67,1.0,0.98,1.0,0.03
ktc.csv,0.02,0.5,0.95,0.73,0.78,0.68,0.71,0.8,0.58,0.57,0.46,0.63,0.53,0.5,1.02,0.65,0.78,0.94,0.56,0.74
moast.csv,0.92,0.87,1.02,0.94,0.9,0.86,0.8,0.86,0.77,0.8,1.01,0.87,0.5,0.8,0.03,0.76,0.9,0.95,0.71,0.77
natpad.csv,0.42,0.51,0.69,0.48,0.77,0.51,0.77,0.63,0.59,0.55,0.47,0.68,0.57,0.67,0.66,0.66,0.87,0.6,0.02,0.65
nebuladevice.csv,0.72,0.78,0.61,0.94,1.0,0.64,0.78,0.97,0.84,0.9,0.57,0.07,0.76,0.95,1.03,0.84,0.86,0.88,0.91,0.94
nosleepsoftware.csv,0.81,0.75,0.12,0.83,1.0,0.77,0.86,0.96,0.87,1.0,0.59,0.69,1.04,0.97,1.06,0.77,0.73,0.91,0.77,0.91
pixel-commandos.csv,0.7,0.78,1.0,0.83,0.87,0.88,0.94,0.95,0.77,0.9,0.71,0.94,0.0,0.79,0.92,0.92,0.94,0.9,0.7,0.85
riff-evolve.csv,0.43,0.45,0.54,0.5,0.84,0.61,0.76,0.04,0.57,0.68,0.31,0.56,0.37,0.62,0.74,0.57,0.61,0.73,0.59,0.44
rosegarden.csv,0.42,0.03,0.53,0.68,0.69,0.69,0.79,0.52,0.66,0.5,0.59,0.67,0.55,0.6,1.15,0.6,0.81,0.74,0.67,0.89
smarttag.csv,0.74,0.76,1.03,0.78,0.07,0.82,0.73,0.74,0.87,0.43,1.01,0.94,1.01,0.47,0.94,0.79,0.86,0.77,0.53,0.72
wxcode.csv,0.76,0.78,0.94,0.83,0.93,0.91,0.96,0.97,0.97,0.91,0.0,0.87,0.75,0.74,0.99,0.92,0.95,0.93,0.68,0.88
xined.csv,0.72,0.64,0.88,0.7,0.75,0.8,0.66,0.73,0.75,0.0,0.73,0.81,0.5,0.65,0.97,0.68,0.86,0.78,0.75,1.07
zemljanka.csv,0.7,0.94,0.94,0.9,0.95,0.98,0.95,0.94,0.97,1.0,0.98,0.93,0.9,0.85,0.9,0.92,0.0,0.92,1.0,0.95
