,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.48,0.43,0.0,0.16,0.25,0.09,0.61,0.38,0.93,0.45,0.74,0.09,0.55,0.41,0.05,0.29,0.01,0.02,0.11,0.37
alleg.csv,0.46,0.52,0.69,0.57,0.53,0.93,0.37,0.41,0.6,0.47,0.57,0.59,0.66,0.77,0.58,0.34,0.34,0.74,0.64,0.49
biodwh.csv,0.48,0.53,0.29,0.17,0.09,0.19,0.26,0.34,0.31,0.33,0.34,0.24,0.75,0.37,0.17,0.93,0.09,0.42,0.35,0.37
factor.csv,0.38,0.41,0.0,0.34,0.46,0.5,0.19,0.18,0.54,0.74,0.34,0.09,0.55,0.59,0.09,0.29,0.31,0.99,0.53,0.22
iaml.csv,0.68,0.64,0.59,0.7,0.45,0.69,0.96,0.58,0.44,0.57,0.58,0.53,0.49,0.63,0.3,0.48,0.63,0.56,0.66,0.39
icescrum.csv,0.55,0.61,0.23,0.73,0.4,0.64,0.21,0.37,0.41,0.54,0.33,0.37,0.55,1.0,0.18,0.61,0.62,0.33,0.68,0.3
jbasic.csv,0.41,0.5,0.0,0.94,0.47,0.35,0.48,0.31,0.31,0.42,0.47,0.15,0.55,0.41,0.28,0.6,0.52,0.18,0.51,0.28
jcache.csv,0.55,0.53,0.65,0.7,0.44,0.0,0.53,0.59,0.64,0.58,0.6,0.59,0.76,0.48,0.22,0.63,0.0,0.09,0.0,0.98
ktc.csv,0.98,0.56,0.07,0.33,0.33,0.44,0.42,0.25,0.51,0.53,0.61,0.44,0.54,0.57,0.18,0.46,0.26,0.14,0.51,0.3
moast.csv,0.1,0.17,0.0,0.07,0.17,0.18,0.24,0.18,0.27,0.33,0.0,0.16,0.55,0.25,0.99,0.29,0.14,0.06,0.37,0.28
natpad.csv,0.7,0.59,0.42,0.6,0.54,0.67,0.3,0.6,0.55,0.71,0.6,0.44,0.67,0.58,0.69,0.56,0.45,0.5,0.98,0.4
nebuladevice.csv,0.34,0.26,0.56,0.15,0.0,0.56,0.33,0.04,0.2,0.12,0.48,0.94,0.29,0.06,0.02,0.2,0.17,0.23,0.14,0.07
nosleepsoftware.csv,0.24,0.31,0.9,0.2,0.0,0.28,0.2,0.05,0.16,0.0,0.48,0.38,0.0,0.06,0.02,0.29,0.32,0.12,0.3,0.11
pixel-commandos.csv,0.35,0.26,0.0,0.2,0.17,0.14,0.07,0.06,0.27,0.12,0.34,0.09,1.0,0.25,0.1,0.1,0.07,0.12,0.35,0.18
riff-evolve.csv,0.73,0.72,0.54,0.61,0.32,0.56,0.47,0.97,0.55,0.64,0.83,0.67,0.89,0.65,0.61,0.71,0.58,0.43,0.72,0.63
rosegarden.csv,0.64,0.97,0.69,0.38,0.46,0.6,0.37,0.55,0.55,0.62,0.48,0.44,0.54,0.61,0.09,0.53,0.47,0.56,0.45,0.38
smarttag.csv,0.34,0.29,0.0,0.26,0.94,0.24,0.35,0.33,0.2,0.7,0.0,0.09,0.0,0.61,0.11,0.29,0.23,0.28,0.55,0.33
wxcode.csv,0.28,0.26,0.07,0.2,0.09,0.11,0.05,0.04,0.04,0.12,1.0,0.16,0.29,0.3,0.02,0.1,0.06,0.09,0.38,0.15
xined.csv,0.34,0.43,0.15,0.49,0.58,0.53,0.59,0.51,0.31,1.0,0.33,0.24,0.55,0.56,0.13,0.45,0.46,0.57,0.61,0.25
zemljanka.csv,0.65,0.24,0.24,0.37,0.28,0.09,0.24,0.24,0.13,0.0,0.33,0.29,0.36,0.47,0.36,0.3,1.0,0.32,0.0,0.21
