,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.07,0.08,0.06,0.03,0.03,0.05,0.44,0.14,0.05,0.16,0.09,0.1,0.03,0.31,0.0,0.28,0.0,0.09,0.02,0.02
alleg.csv,0.47,0.46,0.49,0.5,0.69,0.13,0.43,0.83,0.51,0.63,0.43,0.45,0.56,0.56,0.76,0.9,0.89,0.35,0.3,0.17
biodwh.csv,0.31,0.3,0.21,0.08,0.05,0.16,0.18,0.24,0.17,0.44,0.03,0.15,0.23,0.12,0.55,0.0,0.0,0.17,0.11,0.07
factor.csv,0.04,0.11,0.04,0.15,0.36,0.58,0.11,0.04,0.21,0.44,0.07,0.04,0.11,0.34,0.28,0.13,0.67,0.04,0.22,0.0
iaml.csv,0.54,0.65,0.49,0.39,0.44,0.47,0.03,0.6,0.86,0.53,0.36,0.46,0.54,0.5,0.79,0.82,0.56,0.74,0.53,0.83
icescrum.csv,0.14,0.2,0.02,0.36,0.26,0.44,0.1,0.15,0.23,0.21,0.12,0.25,0.1,0.0,0.34,0.24,0.11,0.26,0.53,0.05
jbasic.csv,0.16,0.22,0.23,0.08,0.21,0.18,0.27,0.24,0.2,0.49,0.29,0.34,0.12,0.28,0.0,0.31,0.78,0.13,0.81,0.2
jcache.csv,0.49,0.71,0.21,0.48,0.51,1.0,0.63,0.28,0.51,0.49,0.62,0.66,0.21,0.81,0.24,0.62,1.0,0.3,1.0,0.0
ktc.csv,0.01,0.11,0.15,0.14,0.31,0.35,0.34,0.14,0.22,0.28,0.17,0.2,0.19,0.16,0.59,0.28,0.0,0.35,0.17,0.07
moast.csv,0.08,0.13,0.21,0.08,0.28,0.11,0.09,0.15,0.06,0.4,0.14,0.1,0.04,0.09,0.03,0.1,0.22,0.0,0.22,0.07
natpad.csv,0.29,0.28,0.3,0.21,0.72,0.42,0.23,0.52,0.36,0.51,0.2,0.32,0.52,0.56,0.66,0.51,0.78,0.26,0.0,0.07
nebuladevice.csv,0.09,0.06,0.43,0.35,0.0,0.47,0.3,0.04,0.08,0.07,0.04,0.0,0.09,0.06,0.31,0.08,0.0,0.35,0.2,0.05
nosleepsoftware.csv,0.11,0.19,0.0,0.09,0.0,0.09,0.24,0.02,0.1,0.05,0.16,0.17,0.27,0.19,0.41,0.18,0.0,0.13,0.19,0.0
pixel-commandos.csv,0.02,0.04,0.0,0.02,0.13,0.13,0.05,0.0,0.05,0.07,0.01,0.06,0.0,0.0,0.07,0.1,0.0,0.04,0.08,0.0
riff-evolve.csv,0.35,0.37,0.21,0.29,0.44,0.4,0.55,0.0,0.33,0.65,0.28,0.49,0.37,0.56,0.72,0.55,0.44,0.43,0.58,0.15
rosegarden.csv,0.12,0.01,0.47,0.15,0.38,0.62,0.43,0.16,0.5,0.3,0.14,0.3,0.23,0.47,0.69,0.34,0.67,0.65,0.33,0.63
smarttag.csv,0.22,0.15,0.23,0.09,0.0,0.2,0.24,0.18,0.23,0.3,0.11,0.11,0.14,0.22,0.21,0.24,0.33,0.13,0.2,0.12
wxcode.csv,0.02,0.02,0.0,0.06,0.0,0.05,0.09,0.0,0.07,0.14,0.0,0.06,0.05,0.06,0.14,0.06,0.0,0.04,0.06,0.0
xined.csv,0.08,0.14,0.02,0.47,0.72,0.78,0.54,0.57,0.16,0.0,0.13,0.15,0.07,0.5,0.97,0.35,0.78,0.78,0.75,0.78
zemljanka.csv,0.69,0.94,0.94,0.89,0.92,0.98,0.94,0.94,0.97,1.0,0.88,0.92,0.9,0.81,0.9,0.92,0.0,0.91,1.0,0.95
