,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,1.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,15.0,0.0,1.0,0.0,1.0
alleg.csv,3.0,6.0,0.0,0.0,3.0,1.0,1.0,10.0,16.0,0.0,27.0,2.0,32.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0
biodwh.csv,9.0,15.0,6.0,1.0,1.0,3.0,0.0,0.0,12.0,8.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
factor.csv,2.0,4.0,62.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0
iaml.csv,9.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,15.0,3.0,20.0,3.0,34.0,3.0,2.0,16.0,0.0,0.0,4.0,27.0
icescrum.csv,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
jbasic.csv,6.0,3.0,62.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,20.0,11.0,6.0,2.0,0.0,8.0,0.0,0.0,1.0,4.0
jcache.csv,3.0,10.0,1.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,5.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0
ktc.csv,0.0,1.0,7.0,0.0,7.0,0.0,2.0,0.0,3.0,0.0,8.0,1.0,5.0,3.0,0.0,8.0,0.0,4.0,0.0,0.0
moast.csv,4.0,9.0,62.0,0.0,7.0,0.0,0.0,2.0,1.0,4.0,82.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
natpad.csv,3.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,12.0,0.0,1.0,8.0,30.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0
nebuladevice.csv,11.0,7.0,0.0,0.0,52.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,12.0,1.0
nosleepsoftware.csv,12.0,7.0,0.0,1.0,52.0,1.0,1.0,1.0,9.0,52.0,11.0,3.0,94.0,6.0,3.0,7.0,0.0,0.0,1.0,0.0
pixel-commandos.csv,1.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
riff-evolve.csv,4.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
rosegarden.csv,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,9.0,9.0,11.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0
smarttag.csv,4.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,82.0,8.0,94.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
wxcode.csv,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,6.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
xined.csv,7.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,14.0,0.0,9.0,3.0,1.0,3.0,2.0,13.0,0.0,0.0,1.0,3.0
zemljanka.csv,10.0,12.0,1.0,18.0,4.0,1.0,2.0,0.0,14.0,0.0,61.0,5.0,37.0,10.0,1.0,16.0,0.0,0.0,1.0,2.0
