,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.43,0.38,0.0,0.13,0.21,0.07,0.63,0.33,0.93,0.4,0.71,0.07,0.5,0.37,0.04,0.25,0.01,0.02,0.09,0.32
alleg.csv,0.44,0.51,0.75,0.59,0.64,0.95,0.34,0.64,0.63,0.5,0.57,0.6,0.75,0.95,0.9,0.83,0.72,0.76,0.63,0.44
biodwh.csv,0.45,0.5,0.25,0.14,0.07,0.16,0.22,0.3,0.27,0.3,0.29,0.2,0.75,0.32,0.15,0.92,0.07,0.37,0.3,0.32
factor.csv,0.33,0.36,0.0,0.3,0.43,0.53,0.16,0.15,0.5,0.8,0.29,0.07,0.5,0.58,0.07,0.25,0.3,1.0,0.49,0.18
iaml.csv,0.77,0.81,0.62,0.73,0.43,0.74,0.96,0.65,0.93,0.6,0.57,0.53,0.5,0.68,0.34,0.83,0.71,0.78,0.74,0.59
icescrum.csv,0.5,0.58,0.19,0.75,0.36,0.66,0.18,0.32,0.37,0.5,0.29,0.33,0.5,1.0,0.15,0.58,0.58,0.29,0.77,0.26
jbasic.csv,0.36,0.46,0.0,0.95,0.43,0.31,0.44,0.27,0.27,0.4,0.43,0.13,0.5,0.37,0.24,0.58,0.79,0.15,0.88,0.24
jcache.csv,0.56,0.66,0.62,0.76,0.43,1.0,0.59,0.56,0.7,0.6,0.71,0.73,0.75,0.79,0.19,0.75,1.0,0.07,1.0,0.97
ktc.csv,0.98,0.51,0.06,0.29,0.29,0.41,0.38,0.21,0.47,0.5,0.57,0.4,0.5,0.53,0.16,0.42,0.22,0.12,0.47,0.26
moast.csv,0.08,0.14,0.0,0.06,0.14,0.15,0.2,0.15,0.23,0.3,0.0,0.13,0.5,0.21,1.0,0.25,0.12,0.05,0.33,0.24
natpad.csv,0.7,0.57,0.38,0.57,0.71,0.7,0.26,0.64,0.53,0.8,0.57,0.4,0.75,0.63,0.93,0.58,0.6,0.46,0.98,0.35
nebuladevice.csv,0.29,0.22,0.56,0.13,0.0,0.57,0.29,0.03,0.17,0.1,0.43,0.93,0.25,0.05,0.02,0.17,0.14,0.2,0.12,0.06
nosleepsoftware.csv,0.2,0.27,0.88,0.17,0.0,0.24,0.17,0.04,0.13,0.0,0.43,0.33,0.0,0.05,0.02,0.25,0.27,0.1,0.26,0.09
pixel-commandos.csv,0.3,0.22,0.0,0.17,0.14,0.12,0.06,0.05,0.23,0.1,0.29,0.07,1.0,0.21,0.08,0.08,0.06,0.1,0.3,0.15
riff-evolve.csv,0.75,0.75,0.5,0.59,0.29,0.55,0.48,0.96,0.53,0.8,0.86,0.73,1.0,0.74,0.87,0.83,0.59,0.41,0.88,0.59
rosegarden.csv,0.6,0.97,0.75,0.33,0.43,0.7,0.34,0.51,0.57,0.6,0.43,0.4,0.5,0.63,0.08,0.5,0.53,0.66,0.42,0.38
smarttag.csv,0.3,0.25,0.0,0.22,0.93,0.2,0.31,0.29,0.17,0.7,0.0,0.07,0.0,0.58,0.09,0.25,0.2,0.24,0.51,0.29
wxcode.csv,0.24,0.22,0.06,0.17,0.07,0.09,0.04,0.03,0.03,0.1,1.0,0.13,0.25,0.26,0.02,0.08,0.05,0.07,0.33,0.12
xined.csv,0.29,0.38,0.12,0.48,0.79,0.82,0.63,0.54,0.27,1.0,0.29,0.2,0.5,0.58,0.93,0.42,0.64,0.95,0.95,0.26
zemljanka.csv,0.9,0.95,0.94,0.92,0.79,0.98,0.94,0.97,0.93,1.0,0.57,0.87,1.0,0.74,1.0,1.0,1.0,0.93,0.98,0.97
