,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.56,0.48,0.0,0.22,0.33,0.12,0.64,0.45,0.86,0.38,0.53,0.09,0.44,0.39,0.08,0.17,0.02,0.05,0.17,0.48
alleg.csv,0.41,0.39,0.47,0.56,0.36,0.94,0.41,0.51,0.33,0.24,0.18,0.32,0.1,0.65,0.9,0.23,0.82,0.77,0.61,0.54
biodwh.csv,0.47,0.45,0.27,0.23,0.12,0.25,0.33,0.39,0.27,0.19,0.36,0.21,0.21,0.41,0.24,0.96,0.13,0.5,0.41,0.46
factor.csv,0.48,0.44,0.0,0.41,0.35,0.56,0.26,0.26,0.41,0.43,0.29,0.11,0.25,0.54,0.13,0.25,0.45,0.99,0.54,0.3
iaml.csv,0.6,0.47,0.41,0.68,0.32,0.73,0.97,0.57,0.33,0.31,0.21,0.29,0.07,0.54,0.48,0.25,0.82,0.71,0.59,0.45
icescrum.csv,0.59,0.56,0.3,0.7,0.34,0.68,0.28,0.43,0.31,0.42,0.22,0.26,0.27,1.0,0.25,0.39,0.74,0.41,0.6,0.4
jbasic.csv,0.45,0.45,0.0,0.94,0.43,0.43,0.53,0.36,0.25,0.23,0.19,0.1,0.24,0.4,0.39,0.34,0.87,0.24,0.57,0.32
jcache.csv,0.49,0.39,0.56,0.67,0.3,0.76,0.57,0.61,0.36,0.32,0.17,0.3,0.23,0.5,0.31,0.28,0.98,0.12,0.57,0.99
ktc.csv,0.99,0.57,0.08,0.4,0.27,0.5,0.46,0.31,0.38,0.37,0.33,0.34,0.17,0.59,0.26,0.27,0.36,0.19,0.54,0.39
moast.csv,0.13,0.19,0.0,0.11,0.15,0.24,0.32,0.24,0.31,0.2,0.0,0.17,0.4,0.31,1.0,0.27,0.22,0.09,0.39,0.36
natpad.csv,0.66,0.5,0.33,0.64,0.38,0.72,0.37,0.59,0.34,0.4,0.31,0.27,0.11,0.49,0.92,0.25,0.74,0.58,0.99,0.49
nebuladevice.csv,0.4,0.33,0.4,0.17,0.0,0.61,0.38,0.06,0.22,0.14,0.46,0.97,0.15,0.09,0.04,0.2,0.25,0.28,0.16,0.11
nosleepsoftware.csv,0.29,0.31,0.93,0.28,0.0,0.37,0.25,0.08,0.17,0.0,0.27,0.31,0.0,0.08,0.04,0.21,0.43,0.17,0.33,0.16
pixel-commandos.csv,0.44,0.34,0.0,0.29,0.19,0.21,0.12,0.1,0.32,0.14,0.4,0.1,1.0,0.35,0.15,0.1,0.12,0.17,0.43,0.26
riff-evolve.csv,0.66,0.56,0.47,0.62,0.23,0.61,0.51,0.98,0.36,0.35,0.35,0.36,0.19,0.55,0.89,0.33,0.73,0.5,0.64,0.67
rosegarden.csv,0.68,0.98,0.48,0.45,0.34,0.67,0.41,0.61,0.3,0.41,0.29,0.29,0.15,0.52,0.14,0.29,0.68,0.65,0.44,0.36
smarttag.csv,0.36,0.31,0.0,0.34,0.96,0.31,0.41,0.39,0.15,0.47,0.0,0.08,0.0,0.59,0.16,0.19,0.33,0.37,0.56,0.41
wxcode.csv,0.38,0.35,0.12,0.28,0.13,0.16,0.08,0.06,0.05,0.12,1.0,0.19,0.2,0.38,0.03,0.12,0.09,0.13,0.46,0.21
xined.csv,0.41,0.44,0.21,0.48,0.42,0.71,0.62,0.51,0.27,1.0,0.21,0.21,0.33,0.48,0.91,0.24,0.77,0.8,0.62,0.24
zemljanka.csv,0.62,0.44,0.4,0.64,0.36,0.75,0.71,0.66,0.3,0.32,0.1,0.28,0.09,0.47,0.94,0.27,1.0,0.76,0.56,0.62
