,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.44,0.6,0.73,0.67,0.93,0.57,0.46,0.53,0.59,0.42,0.63,0.69,0.47,0.52,0.38,0.7,0.63
amygdala.csv,0.38,0.5,0.48,0.93,0.88,0.56,0.48,0.42,0.74,0.34,0.77,0.44,0.85,0.63,0.38,0.94,0.0
awemud.csv,0.37,0.41,0.41,0.84,0.43,0.44,0.44,0.41,0.5,0.0,0.33,0.44,0.46,0.37,0.37,0.51,0.55
bullet.csv,0.4,0.44,0.44,0.65,0.51,0.37,0.65,0.75,0.99,0.67,0.61,0.44,0.77,0.96,0.67,0.42,0.56
customwars.csv,0.36,0.47,0.45,0.89,0.65,0.39,0.44,0.41,0.48,0.0,0.53,0.47,0.42,0.43,0.44,0.5,0.47
dvd-create.csv,0.45,0.43,0.47,0.65,0.42,0.5,0.44,0.41,0.55,0.0,0.35,0.45,0.5,0.38,0.37,0.46,0.56
gbif-indexingtoolkit.csv,0.5,0.0,0.91,0.0,0.0,0.81,0.8,0.56,0.99,0.0,0.62,0.8,0.0,0.54,0.88,0.0,0.0
go.csv,0.49,0.46,0.58,0.73,0.59,0.41,0.44,0.37,0.63,0.0,0.34,0.48,0.58,0.43,0.37,0.61,0.53
growl-for-windows.csv,0.35,0.0,0.41,0.83,0.83,0.8,0.39,0.4,0.0,0.0,0.33,0.42,0.0,0.44,0.38,0.69,0.85
kwave.csv,0.4,0.4,0.84,0.55,0.39,0.46,0.47,0.33,0.52,0.57,0.34,0.5,0.45,0.33,0.41,0.33,0.44
libarchive.csv,0.36,0.38,0.37,0.52,0.36,0.32,0.4,0.33,0.46,0.37,0.32,0.39,0.42,0.34,0.33,0.33,0.45
linux-ntfs.csv,0.44,0.46,0.41,0.62,0.39,0.38,0.6,0.5,0.99,0.6,0.39,0.45,0.45,0.44,0.52,0.35,0.48
lsb.csv,0.35,0.49,0.46,0.67,0.4,0.47,0.53,0.57,0.71,0.75,0.36,0.43,0.62,0.52,0.44,0.57,0.59
mpgravity.csv,0.4,0.42,0.4,0.6,0.38,0.37,0.46,0.36,0.0,0.55,0.33,0.4,0.0,0.34,0.38,0.45,0.45
qcad2.csv,0.59,0.52,0.9,0.75,0.54,0.47,0.5,0.5,0.77,0.64,0.51,0.85,0.58,0.5,0.42,0.63,0.52
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.54,1.0,0.86,0.68,0.75,0.98,0.65,0.53,0.67,0.0
roller.csv,0.44,0.44,0.42,0.61,0.4,0.42,0.48,0.37,0.52,0.55,0.35,0.43,0.45,0.43,0.39,0.48,0.44
