,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,11.0,8.0,0.0,26.0,6.0,0.0,1.0,1.0,0.0,8.0,6.0,0.0,1.0,7.0,0.0
autowikibrowser.csv,1.0,1.0,1.0,18.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0
blue-c.csv,24.0,3.0,1.0,15.0,0.0,4.0,2.0,0.0,3.0,19.0,0.0,3.0,14.0,12.0,1.0
dynalloy.csv,14.0,7.0,0.0,41.0,0.0,0.0,4.0,2.0,33.0,32.0,16.0,0.0,11.0,16.0,2.0
hydrogen.csv,5.0,8.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0
jcae.csv,92.0,0.0,0.0,0.0,62.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0
lphant.csv,7.0,6.0,2.0,36.0,1.0,5.0,7.0,2.0,14.0,25.0,0.0,0.0,13.0,10.0,1.0
nosleepsoftware.csv,13.0,5.0,5.0,7.0,0.0,0.0,4.0,12.0,2.0,16.0,1.0,2.0,4.0,14.0,0.0
qgo.csv,9.0,0.0,0.0,12.0,3.0,2.0,0.0,1.0,9.0,1.0,2.0,2.0,1.0,8.0,0.0
quickfast.csv,8.0,2.0,0.0,23.0,5.0,1.0,1.0,0.0,12.0,7.0,8.0,7.0,4.0,11.0,0.0
rhex.csv,0.0,0.0,1.0,87.0,2.0,7.0,1.0,0.0,1.0,7.0,4.0,54.0,8.0,4.0,0.0
rocrail.csv,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
virtuoso.csv,4.0,8.0,2.0,46.0,1.0,7.0,5.0,2.0,12.0,0.0,2.0,0.0,13.0,14.0,8.0
xined.csv,2.0,13.0,2.0,9.0,62.0,8.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0
yield.csv,6.0,2.0,1.0,22.0,8.0,7.0,0.0,0.0,10.0,6.0,0.0,5.0,8.0,7.0,8.0
