,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,0.0,0.24,0.08,0.0,0.07,0.1,0.07
fluidium.csv,0.25,0.48,0.17,0.28,0.0,0.62,0.15
gogoego.csv,0.82,0.07,0.0,0.21,0.86,0.35,0.42
httpcontentparser.csv,0.02,0.28,0.09,0.0,0.48,0.37,0.0
patterntesting.csv,0.4,0.41,0.31,0.02,0.48,0.45,0.28
pokeglobal.csv,0.75,0.0,0.61,0.49,0.83,0.8,0.82
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
