,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.52,0.71,0.0,0.73,0.56,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.26,0.33,0.0,0.0
codepurge.csv,0.45,0.38,0.43,0.29,0.67,0.51,0.05,0.46,0.13,0.62,0.88,0.08,0.57,0.35,0.15,0.4,0.11
fontforge.csv,0.42,0.31,0.43,0.34,0.69,0.47,0.02,0.7,0.13,0.49,0.87,0.09,0.4,0.15,0.12,0.34,0.2
glas.csv,0.5,0.35,0.75,0.41,0.66,0.43,0.03,0.47,0.16,0.51,0.83,0.09,0.56,0.21,0.12,0.39,0.23
gmerlin.csv,0.5,0.31,0.46,0.34,0.0,0.44,0.02,0.0,0.15,0.0,0.83,0.12,0.46,0.16,0.0,0.45,0.23
hatari.csv,0.49,0.49,0.62,0.36,0.7,0.52,0.02,0.42,0.14,0.51,0.95,0.1,0.43,0.09,0.12,0.41,0.14
jcl.csv,0.55,0.52,0.5,0.34,0.8,0.55,0.03,0.47,0.11,0.44,0.89,0.17,0.5,0.13,0.22,0.36,0.21
ltp.csv,0.46,0.31,0.44,0.4,0.81,0.43,0.0,0.5,0.12,0.56,0.88,0.16,0.36,0.14,0.13,0.37,0.24
mia.csv,0.55,1.0,0.57,0.33,0.48,0.57,0.05,0.59,0.1,0.48,0.98,0.23,0.4,0.0,0.08,0.5,0.19
net-snmp.csv,0.59,0.39,0.46,0.42,0.67,0.31,0.07,0.42,0.15,0.5,0.8,0.14,0.38,0.16,0.07,0.39,0.17
opde.csv,0.45,0.34,0.45,0.62,0.69,0.45,0.06,0.46,0.16,0.0,0.93,0.09,0.45,0.18,0.12,0.3,0.19
oppna-program-hsatools.csv,0.49,0.42,0.51,0.36,0.74,0.55,0.02,0.42,0.13,0.49,0.97,0.09,0.5,0.21,0.16,0.38,0.16
powerfolder-.csv,0.5,0.61,0.64,0.33,0.64,0.42,0.05,0.5,0.19,0.54,0.9,0.09,0.38,0.33,0.14,0.36,0.18
qlc.csv,0.67,0.36,0.43,0.39,0.61,0.56,0.05,0.6,0.2,0.56,0.97,0.08,0.44,0.32,0.12,0.5,0.2
quantlib.csv,0.48,0.19,0.69,0.29,0.28,0.27,0.05,0.44,0.12,0.5,0.72,0.09,0.43,0.25,0.12,0.36,0.3
tcl.csv,0.39,0.29,0.41,0.33,0.72,0.4,0.0,0.0,0.15,0.66,0.83,0.06,0.39,0.1,0.0,0.21,0.2
