,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,7.0,0.0,0.0,20.0,2.0,0.0,30.0,10.0,3.0,6.0,0.0,103.0,9.0
emulemorph.csv,3.0,0.0,6.0,25.0,7.0,60.0,61.0,1.0,1.0,8.0,0.0,103.0,0.0
gisgraphy.csv,108.0,355.0,4.0,13.0,0.0,0.0,25.0,14.0,109.0,7.0,0.0,103.0,2.0
jaxen.csv,7.0,0.0,0.0,16.0,14.0,0.0,61.0,4.0,3.0,11.0,0.0,103.0,0.0
jvcl.csv,1.0,0.0,2.0,17.0,6.0,0.0,61.0,42.0,10.0,3.0,2.0,103.0,0.0
m-m-m.csv,4.0,0.0,9.0,11.0,12.0,0.0,59.0,69.0,19.0,11.0,0.0,41.0,1.0
motu.csv,1.0,0.0,9.0,23.0,15.0,0.0,61.0,70.0,6.0,3.0,0.0,82.0,1.0
nh3d.csv,6.0,0.0,158.0,24.0,15.0,0.0,61.0,70.0,109.0,13.0,0.0,92.0,1.0
sarasvati.csv,1.0,15.0,2.0,13.0,0.0,0.0,26.0,67.0,109.0,1.0,6.0,23.0,1.0
wgs-assembler.csv,2.0,0.0,10.0,20.0,15.0,0.0,53.0,73.0,60.0,10.0,0.0,103.0,1.0
zabbix.csv,4.0,355.0,10.0,22.0,2.0,0.0,61.0,28.0,33.0,12.0,0.0,103.0,1.0
