,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.5,0.0,0.53,0.47,0.7,0.38,0.84,0.24,0.33,0.41,0.59,0.0,0.36
emulemorph.csv,0.4,0.53,0.42,0.11,0.49,0.0,0.0,0.24,0.8,0.27,0.02,0.0,0.11
gisgraphy.csv,0.0,0.0,0.29,0.59,0.29,0.05,0.88,0.62,0.0,0.1,0.3,0.0,0.77
jaxen.csv,0.4,0.3,0.7,0.57,0.51,0.48,0.0,0.98,0.4,0.56,0.58,0.0,0.47
jvcl.csv,0.21,0.29,0.63,0.11,0.6,0.1,0.0,0.75,0.64,0.18,0.39,0.0,0.38
m-m-m.csv,0.5,0.69,0.42,0.57,0.34,0.84,0.13,0.05,0.58,0.43,0.38,0.88,0.17
motu.csv,0.58,0.71,0.24,0.38,0.17,0.5,0.0,0.09,0.66,0.64,0.26,0.38,0.29
nh3d.csv,0.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.32,0.51,0.28,0.8,0.32,0.29,0.87,0.17,0.0,0.55,0.33,0.94,0.57
wgs-assembler.csv,0.56,0.13,0.32,0.4,0.32,0.38,0.43,0.0,0.46,0.33,0.41,0.0,0.61
zabbix.csv,0.49,0.0,0.0,0.61,0.52,0.41,0.0,0.43,0.51,0.45,0.54,0.0,0.56
