,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.32,0.23,0.28,0.68,0.12,0.2,0.29,0.24
apolloplayer.csv,0.51,0.28,0.52,0.16,0.38,0.53,0.34,0.45
k3d.csv,0.66,0.06,0.02,0.73,0.12,0.18,0.15,0.23
redshell.csv,0.42,0.35,0.82,0.49,0.38,0.82,0.66,0.47
rtb-team.csv,0.02,0.27,0.13,0.14,0.0,0.03,0.15,0.15
xreal.csv,0.13,0.47,0.08,0.05,0.12,0.47,0.24,0.01
xstore.csv,0.44,0.15,0.53,0.08,0.62,0.32,0.2,0.31
