,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,2.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,28.0,0.0
boost-sandbox.csv,2.0,0.0,181.0,101.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0
customwars.csv,1.0,3.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,82.0,0.0
dvd-create.csv,2.0,0.0,0.0,2.0,0.0,1.0,12.0,12.0,1.0,1.0,3.0,13.0,0.0,0.0
frogatto.csv,5.0,0.0,18.0,1.0,0.0,0.0,1.0,12.0,6.0,0.0,1.0,0.0,15.0,0.0
glelite.csv,5.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0
go.csv,7.0,0.0,0.0,0.0,0.0,2.0,52.0,1.0,4.0,2.0,3.0,49.0,40.0,0.0
irplus.csv,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
lsb.csv,3.0,2.0,0.0,2.0,0.0,0.0,52.0,17.0,2.0,2.0,0.0,0.0,2.0,0.0
moving-pictures.csv,10.0,1.0,4.0,2.0,0.0,2.0,1.0,13.0,0.0,2.0,0.0,3.0,3.0,0.0
mpgravity.csv,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,2.0,3.0,0.0,0.0
plearn.csv,1.0,4.0,1.0,2.0,0.0,2.0,2.0,10.0,0.0,1.0,0.0,2.0,3.0,0.0
rebecca-aiml.csv,8.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0
wxcode.csv,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0
