,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.3,0.24,0.2,0.92,0.44,0.28,0.52,0.23,0.31,0.46,0.16,0.19,0.11,0.62
boost-sandbox.csv,0.46,0.36,0.0,0.0,0.21,0.99,0.41,0.17,0.53,0.6,0.41,0.5,0.21,0.75
customwars.csv,0.28,0.26,0.4,0.4,0.37,0.47,0.29,0.94,0.37,0.23,0.43,0.43,0.0,0.15
dvd-create.csv,0.45,0.78,0.36,0.66,0.99,0.73,0.3,0.24,0.64,0.71,0.49,0.49,0.18,0.77
frogatto.csv,0.45,0.77,0.54,0.61,0.83,0.53,0.33,0.27,0.42,0.97,0.57,0.37,0.26,0.8
glelite.csv,0.45,0.8,0.36,0.69,0.89,0.85,0.37,0.26,0.64,0.69,0.54,0.45,0.16,1.0
go.csv,0.46,1.0,0.28,0.64,0.73,0.81,0.0,0.27,0.64,0.69,0.5,0.35,0.17,0.67
irplus.csv,0.42,0.34,0.55,0.59,0.21,0.24,0.33,0.08,0.24,0.42,1.0,0.41,0.2,0.17
lsb.csv,0.43,0.71,0.82,0.68,0.86,0.59,0.0,0.27,0.6,0.7,0.51,0.49,0.22,0.67
moving-pictures.csv,0.47,0.67,0.22,0.57,0.5,0.77,0.33,0.3,0.98,0.51,0.55,0.38,0.2,0.76
mpgravity.csv,0.42,0.48,0.29,0.58,0.58,0.69,1.0,0.33,0.52,0.4,0.42,0.41,0.21,0.56
plearn.csv,0.86,0.43,0.43,0.61,0.6,0.75,0.17,0.21,0.55,0.55,0.43,0.74,0.2,0.75
rebecca-aiml.csv,0.36,0.52,0.35,0.61,0.68,0.39,0.24,0.43,0.49,0.44,0.5,1.0,0.2,0.36
wxcode.csv,0.31,0.22,0.16,0.36,0.13,0.07,0.12,0.1,0.13,0.11,0.26,0.06,1.0,0.29
