,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.27,0.6,0.38,0.94,0.69,0.86,0.55,0.22,0.55,0.65,0.25,0.19,0.06,0.99
boost-sandbox.csv,0.35,0.9,0.0,0.0,0.75,0.99,0.3,0.11,0.56,0.7,0.36,0.37,0.12,0.97
customwars.csv,0.27,0.5,0.38,0.46,0.66,0.7,1.0,1.0,0.53,0.38,0.45,0.33,0.0,1.0
dvd-create.csv,0.33,0.67,0.23,0.54,0.99,0.71,0.21,0.15,0.52,0.61,0.38,0.38,0.1,0.99
frogatto.csv,0.31,0.81,0.47,0.54,0.89,0.71,0.33,0.17,0.46,1.0,0.44,0.28,0.15,0.98
glelite.csv,0.29,0.68,0.23,0.55,0.83,0.74,0.23,0.15,0.47,0.53,0.37,0.29,0.09,1.0
go.csv,0.32,1.0,0.21,0.54,0.88,0.75,0.0,0.15,0.55,0.64,0.36,0.25,0.1,1.0
irplus.csv,0.48,0.85,0.79,0.71,0.75,0.73,0.5,0.06,0.38,0.83,1.0,0.75,0.33,1.0
lsb.csv,0.3,0.65,0.97,0.57,0.9,0.74,0.0,0.16,0.49,0.6,0.36,0.37,0.12,1.0
moving-pictures.csv,0.4,0.78,0.16,0.54,0.87,0.74,0.2,0.18,0.97,0.5,0.5,0.27,0.12,0.98
mpgravity.csv,0.32,0.67,0.23,0.51,0.77,0.73,1.0,0.26,0.5,0.45,0.35,0.29,0.12,0.98
plearn.csv,0.96,0.46,0.3,0.52,0.76,0.74,0.11,0.17,0.46,0.54,0.36,0.65,0.11,0.99
rebecca-aiml.csv,0.49,0.53,0.28,0.51,0.86,0.68,0.4,0.33,0.48,0.57,0.48,1.0,0.12,0.97
wxcode.csv,0.63,1.0,1.0,0.61,1.0,1.0,0.25,0.25,0.67,1.0,0.67,0.15,1.0,1.0
