,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.37,0.18,0.16,0.92,0.33,0.2,0.55,0.28,0.25,0.4,0.14,0.22,0.32,0.48
boost-sandbox.csv,0.63,0.27,0.0,0.0,0.14,0.98,0.64,0.37,0.52,0.56,0.49,0.68,0.71,0.0
customwars.csv,0.33,0.21,0.46,0.38,0.28,0.38,0.2,0.9,0.33,0.2,0.44,0.57,0.0,0.1
dvd-create.csv,0.63,0.53,0.48,0.5,0.98,0.42,0.51,0.53,0.62,0.69,0.58,0.67,0.64,0.64
frogatto.csv,0.56,0.72,0.65,0.57,0.73,0.44,0.37,0.59,0.42,0.95,0.68,0.52,0.78,0.56
glelite.csv,0.0,0.55,0.42,0.4,0.5,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.21,1.0
go.csv,0.62,1.0,0.43,0.55,0.63,0.45,0.0,0.09,0.66,0.7,0.5,0.48,0.61,0.56
irplus.csv,0.42,0.26,0.47,0.54,0.14,0.18,0.29,0.14,0.21,0.33,1.0,0.33,0.17,0.11
lsb.csv,0.57,0.56,0.75,0.59,0.77,0.49,0.0,0.3,0.56,0.67,0.37,0.67,0.72,0.57
moving-pictures.csv,0.59,0.6,0.36,0.55,0.39,0.48,0.2,0.64,0.99,0.5,0.61,0.53,0.66,0.53
mpgravity.csv,0.58,0.42,0.42,0.51,0.46,0.54,1.0,0.51,0.54,0.38,0.5,0.56,0.66,0.43
plearn.csv,0.81,0.31,0.65,0.51,0.45,0.54,0.31,0.33,0.54,0.54,0.51,0.84,0.66,0.61
rebecca-aiml.csv,0.33,0.4,0.49,0.49,0.58,0.32,0.2,0.62,0.5,0.4,0.55,1.0,0.58,0.25
wxcode.csv,0.24,0.16,0.11,0.3,0.09,0.05,0.1,0.07,0.09,0.07,0.19,0.05,1.0,0.2
