,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,3.0,5.0,0.0,3.0,0.0,3.0,13.0,3.0,0.0,2.0,4.0,0.0
dsworkbench.csv,0.0,0.0,1.0,1.0,0.0,3.0,13.0,3.0,6.0,5.0,4.0,210.0
gogoego.csv,2.0,0.0,1.0,1.0,0.0,9.0,9.0,3.0,9.0,7.0,4.0,210.0
jpaul.csv,65.0,335.0,116.0,0.0,0.0,53.0,58.0,5.0,148.0,86.0,74.0,210.0
loki-lib.csv,0.0,335.0,1.0,4.0,7.0,1.0,9.0,3.0,3.0,5.0,1.0,210.0
motu.csv,65.0,335.0,116.0,1.0,0.0,53.0,0.0,3.0,148.0,2.0,74.0,210.0
mp-rechnungs-und-kundenverwaltung.csv,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,210.0
rtrt-on-gpu.csv,3.0,5.0,1.0,0.0,0.0,3.0,13.0,2.0,0.0,5.0,4.0,0.0
scenemonitor.csv,3.0,5.0,1.0,0.0,1.0,3.0,13.0,8.0,0.0,5.0,4.0,0.0
xstore.csv,0.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,1.0,0.0,1.0,210.0
yarp0.csv,0.0,335.0,2.0,15.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,210.0
zemljanka.csv,3.0,5.0,1.0,1.0,0.0,3.0,13.0,3.0,0.0,5.0,4.0,0.0
