,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.36,0.36,0.36,0.45,0.3,0.39,0.39,0.44,0.35,0.48,0.44,0.45
dsworkbench.csv,0.39,0.0,0.37,0.45,0.31,0.39,0.37,0.41,0.35,0.46,0.45,0.0
gogoego.csv,0.39,0.97,0.36,0.44,0.31,0.37,0.35,0.41,0.4,0.46,0.44,0.0
jpaul.csv,0.0,0.0,0.0,0.62,0.75,0.0,0.0,0.73,0.0,0.0,0.0,0.0
loki-lib.csv,0.75,0.0,0.73,0.39,0.59,0.41,0.36,0.43,0.74,0.48,0.58,0.0
motu.csv,0.0,0.0,0.0,0.45,0.32,0.0,0.82,0.41,0.0,0.8,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.92,0.62,0.45,0.63,0.69,0.67,0.44,0.79,0.6,0.45,0.0
rtrt-on-gpu.csv,0.36,0.36,0.35,0.93,0.32,0.39,0.37,0.9,0.35,0.46,0.44,0.45
scenemonitor.csv,0.36,0.36,0.35,0.54,0.5,0.39,0.37,0.64,0.35,0.47,0.44,0.45
xstore.csv,0.71,0.0,0.57,0.45,0.31,0.44,0.37,0.43,0.62,0.48,0.49,0.0
yarp0.csv,0.9,0.0,0.37,0.42,0.57,0.6,0.43,0.41,0.94,0.5,0.56,0.0
zemljanka.csv,0.36,0.36,0.35,0.45,0.31,0.39,0.37,0.41,0.35,0.46,0.44,0.45
