,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,1.0,1.0,0.96,0.76,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0
dsworkbench.csv,0.94,0.01,0.94,1.0,1.0,1.0,1.0,1.0,0.87,1.0,0.97,0.0
gogoego.csv,0.64,0.33,0.92,1.0,1.0,0.88,1.0,1.0,0.66,0.98,0.86,0.0
jpaul.csv,0.0,0.0,0.0,0.88,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
loki-lib.csv,0.16,0.0,0.23,0.88,0.5,0.94,0.92,0.9,0.36,0.91,0.62,0.0
motu.csv,0.0,0.0,0.0,1.0,0.95,0.0,0.85,1.0,0.0,0.07,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.14,0.02,0.38,1.0,0.45,0.31,0.62,0.4,0.47,0.37,0.66,0.0
rtrt-on-gpu.csv,1.0,1.0,1.0,0.12,0.9,1.0,1.0,0.8,1.0,1.0,1.0,1.0
scenemonitor.csv,1.0,1.0,1.0,0.65,0.8,1.0,1.0,0.5,1.0,0.96,1.0,1.0
xstore.csv,0.24,0.01,0.43,0.94,1.0,0.62,1.0,0.9,0.34,0.78,0.69,0.0
yarp0.csv,0.14,0.0,0.69,0.65,0.35,0.75,0.54,0.9,0.15,0.76,0.59,0.0
zemljanka.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
