,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.0,0.0,0.81,0.71,0.24,0.0,0.17,0.3,0.13,0.58,0.0,0.0
dsworkbench.csv,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0
gogoego.csv,0.59,0.38,0.44,0.09,0.0,0.29,0.38,0.0,0.6,0.4,0.59,0.0
jpaul.csv,0.0,0.0,0.0,0.9,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0
loki-lib.csv,0.19,0.0,0.27,0.57,0.52,0.59,0.69,0.09,0.4,0.45,0.65,0.0
motu.csv,0.0,0.0,0.0,0.0,0.13,0.0,0.88,0.0,0.0,0.09,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.17,0.02,0.43,0.41,0.48,0.35,0.65,0.4,0.52,0.41,0.67,0.0
rtrt-on-gpu.csv,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0
scenemonitor.csv,0.0,0.0,0.0,0.65,0.81,0.0,0.0,0.52,0.0,0.35,0.0,0.0
xstore.csv,0.28,0.01,0.48,0.09,0.0,0.55,0.0,0.3,0.38,0.78,0.65,0.0
yarp0.csv,0.17,0.0,0.47,0.52,0.38,0.78,0.5,0.39,0.18,0.53,0.6,0.0
zemljanka.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
