,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.76,0.25,0.93,0.42,0.4,0.3,0.23,0.19,0.32,0.58,0.39,0.96
dsworkbench.csv,0.92,1.0,0.87,0.29,0.38,0.3,0.22,0.17,0.35,0.53,0.38,0.0
gogoego.csv,0.78,0.68,0.89,0.3,0.38,0.29,0.24,0.17,0.35,0.56,0.42,0.0
jpaul.csv,0.0,0.0,0.0,0.94,0.5,0.0,0.0,0.09,0.0,0.0,0.0,0.0
loki-lib.csv,0.67,0.0,0.92,0.33,0.45,0.34,0.29,0.16,0.44,0.55,0.69,0.0
motu.csv,0.0,0.0,0.0,0.29,0.38,0.0,1.0,0.17,0.0,0.6,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,1.0,0.17,0.98,0.32,0.47,0.38,0.44,0.12,0.65,0.57,0.61,0.0
rtrt-on-gpu.csv,0.76,0.25,0.88,0.13,0.36,0.3,0.22,0.8,0.32,0.53,0.39,0.96
scenemonitor.csv,0.76,0.25,0.88,0.42,0.8,0.3,0.22,0.23,0.32,0.54,0.39,0.96
xstore.csv,0.86,1.0,0.96,0.29,0.38,0.29,0.22,0.17,0.38,0.78,0.49,0.0
yarp0.csv,0.7,0.0,0.87,0.28,0.33,0.8,0.2,0.18,0.41,0.53,0.5,0.0
zemljanka.csv,0.76,0.25,0.88,0.29,0.38,0.3,0.22,0.17,0.32,0.53,0.39,0.96
