,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,1.0,1.0,0.5,0.44,0.94,1.0,0.96,0.92,0.97,0.76,1.0,1.0
dsworkbench.csv,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0
gogoego.csv,0.56,0.05,0.86,0.98,1.0,0.92,0.89,1.0,0.56,0.88,0.74,0.0
jpaul.csv,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.21,0.0,0.0,0.0,0.0
loki-lib.csv,0.25,0.0,0.14,0.76,0.38,0.76,0.65,0.98,0.22,0.85,0.17,0.0
motu.csv,0.0,0.0,0.0,1.0,0.97,0.0,0.0,1.0,0.0,0.05,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.04,0.07,0.88,0.31,0.21,0.22,0.62,0.12,0.32,0.26,0.0
rtrt-on-gpu.csv,1.0,1.0,1.0,0.32,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0
scenemonitor.csv,1.0,1.0,1.0,0.37,0.12,1.0,1.0,0.35,1.0,0.9,1.0,1.0
xstore.csv,0.12,0.0,0.14,0.98,1.0,0.63,1.0,0.92,0.25,0.24,0.46,0.0
yarp0.csv,0.19,0.0,0.79,0.71,0.44,0.08,0.61,0.88,0.1,0.76,0.37,0.0
zemljanka.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
