,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.86,0.4,0.95,0.54,0.57,0.46,0.37,0.31,0.49,0.71,0.56,0.98
dsworkbench.csv,0.93,0.02,0.91,0.45,0.56,0.46,0.36,0.29,0.5,0.69,0.54,0.0
gogoego.csv,0.7,0.44,0.9,0.46,0.56,0.43,0.39,0.29,0.46,0.71,0.57,0.0
jpaul.csv,0.0,0.0,0.0,0.91,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0
loki-lib.csv,0.26,0.0,0.37,0.48,0.48,0.5,0.44,0.27,0.4,0.68,0.65,0.0
motu.csv,0.0,0.0,0.0,0.45,0.54,0.0,0.92,0.29,0.0,0.12,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.04,0.55,0.49,0.46,0.34,0.52,0.18,0.54,0.45,0.63,0.0
rtrt-on-gpu.csv,0.86,0.4,0.94,0.12,0.51,0.46,0.36,0.8,0.48,0.69,0.56,0.98
scenemonitor.csv,0.86,0.4,0.94,0.51,0.8,0.46,0.36,0.31,0.48,0.69,0.56,0.98
xstore.csv,0.38,0.02,0.59,0.44,0.56,0.4,0.36,0.29,0.36,0.78,0.57,0.0
yarp0.csv,0.23,0.0,0.77,0.39,0.34,0.77,0.29,0.3,0.22,0.62,0.54,0.0
zemljanka.csv,0.86,0.4,0.94,0.45,0.56,0.46,0.36,0.29,0.48,0.69,0.56,0.98
