,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.06,0.51,0.0,0.12,0.25,0.0,0.21,0.19
archive-crawler.csv,0.1,0.16,0.09,0.18,0.0,0.23,0.24,0.41
jcae.csv,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.08
openmalaria.csv,0.38,0.78,0.14,0.0,0.6,0.47,0.61,0.52
popeye-chess.csv,0.32,0.47,0.0,0.2,0.55,0.46,0.51,0.46
rhex.csv,0.0,0.2,0.05,0.14,0.64,0.08,0.1,0.02
rocrail.csv,0.06,0.04,0.02,0.02,0.18,0.07,0.21,0.0
truevision.csv,0.19,0.85,0.34,0.47,0.78,0.68,0.0,0.39
