,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.89,0.46,0.86,0.92,0.62,0.56,0.52,0.58
archive-crawler.csv,0.89,0.93,0.85,0.71,0.74,0.66,0.59,0.57
jcae.csv,0.0,0.89,0.0,0.0,0.88,0.86,0.0,0.83
openmalaria.csv,0.47,0.27,0.48,0.51,0.35,0.46,0.3,0.36
popeye-chess.csv,0.47,0.39,0.57,0.46,0.36,0.42,0.3,0.35
rhex.csv,0.9,0.94,0.8,0.71,0.53,0.97,0.94,0.91
rocrail.csv,0.88,0.83,0.41,0.83,0.62,0.82,0.74,0.67
truevision.csv,0.85,0.33,0.47,0.47,0.42,0.51,0.57,0.54
