,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.81,0.79,0.61,0.73,0.77,0.73,0.53,0.89,0.67,0.7,0.82,0.85,0.61,0.85,0.75
cornerstone.csv,0.03,0.24,0.5,0.03,0.69,0.69,0.27,0.17,0.38,0.55,0.19,0.16,0.72,0.59,0.0
esmf.csv,0.77,0.55,0.09,0.75,0.58,0.78,0.67,0.56,0.38,0.2,0.63,0.81,0.14,0.59,0.38
frogatto.csv,0.87,0.88,0.73,0.78,0.9,0.73,0.47,1.0,0.74,0.65,0.96,0.99,0.69,0.97,0.88
gretl.csv,0.65,0.73,0.88,0.71,0.76,0.63,1.0,0.78,0.72,0.4,0.62,0.58,0.94,0.74,0.67
kindb.csv,0.87,0.52,0.84,0.74,0.61,0.78,0.93,0.89,0.28,0.1,0.62,0.78,0.67,0.82,0.62
libtorrent.csv,0.97,0.85,0.44,0.86,0.96,0.86,1.0,0.67,0.82,0.5,0.78,0.58,0.83,0.94,0.88
mia.csv,0.48,0.21,0.05,0.46,0.25,0.49,0.13,0.56,0.44,0.25,0.6,0.23,0.0,0.82,0.29
open-beos.csv,0.55,0.55,0.47,0.6,0.59,0.35,0.33,0.5,0.83,0.45,0.55,0.51,0.39,1.0,0.42
pidgin.csv,0.39,0.33,0.7,0.58,0.75,0.67,0.4,0.5,0.53,0.25,0.44,0.77,0.72,0.41,0.46
quantlib.csv,0.35,0.97,1.0,1.0,1.0,0.31,0.07,0.11,1.0,0.0,0.75,0.11,0.0,1.0,0.67
riff-evolve.csv,0.39,0.55,0.61,0.43,0.59,0.71,0.73,0.67,0.31,0.25,0.47,0.65,0.61,0.47,0.17
tokratan.csv,0.55,0.73,0.14,0.57,0.88,0.51,0.6,1.0,0.67,0.45,0.67,0.8,0.19,0.88,0.04
upp-mirror.csv,0.23,0.55,0.64,0.4,0.5,0.29,0.47,0.61,0.33,0.1,0.49,0.34,0.44,0.44,0.62
wxcrp.csv,0.58,0.91,0.48,0.92,0.83,0.67,0.93,1.0,0.6,0.85,0.66,0.96,0.5,0.29,0.79
