,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.52,0.49,0.51,0.54,0.5,0.6,0.27,0.95,0.43,0.22,0.39,0.91,0.33,0.5,0.69
cornerstone.csv,0.01,0.09,0.32,0.01,0.34,0.32,0.15,0.16,0.1,0.22,0.0,0.12,0.3,0.06,0.01
esmf.csv,0.73,0.2,0.15,0.59,0.44,0.91,0.46,0.41,0.1,0.17,0.5,0.78,0.06,0.56,0.66
frogatto.csv,0.49,0.58,0.51,0.64,0.75,0.6,0.26,0.97,0.43,0.42,0.72,0.97,0.3,0.75,0.65
gretl.csv,0.6,0.55,0.85,0.53,0.59,0.4,0.94,0.69,0.37,0.33,0.44,0.45,0.88,0.19,0.4
kindb.csv,0.71,0.39,0.83,0.57,0.25,0.83,0.69,0.7,0.07,0.0,0.44,0.56,0.42,0.12,0.42
libtorrent.csv,0.83,0.68,0.37,0.65,0.88,0.83,0.96,0.58,0.53,0.42,0.28,0.45,0.61,0.75,0.89
mia.csv,0.27,0.12,0.07,0.36,0.27,0.43,0.02,0.2,0.3,0.11,0.61,0.27,0.0,0.62,0.25
open-beos.csv,0.4,0.24,0.39,0.29,0.28,0.3,0.31,0.35,0.5,0.25,0.06,0.3,0.18,0.81,0.34
pidgin.csv,0.33,0.27,0.68,0.39,0.36,0.64,0.21,0.45,0.37,0.17,0.17,0.55,0.39,0.0,0.46
quantlib.csv,0.27,1.0,1.0,1.0,1.0,0.3,0.02,0.07,1.0,0.03,0.72,0.31,0.0,1.0,0.31
riff-evolve.csv,0.23,0.25,0.41,0.18,0.16,0.53,0.25,0.48,0.07,0.0,0.17,0.24,0.18,0.06,0.18
tokratan.csv,0.24,0.47,0.07,0.46,0.84,0.4,0.24,0.99,0.4,0.25,0.33,0.57,0.0,0.38,0.14
upp-mirror.csv,0.09,0.39,0.34,0.24,0.27,0.17,0.21,0.38,0.17,0.0,0.22,0.27,0.24,0.0,0.21
wxcrp.csv,0.23,0.94,0.56,0.96,0.67,0.7,0.83,0.99,0.3,0.42,0.56,1.0,0.36,0.0,0.72
